"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.327299219E1,9.504099846E0,-8.288999796E-1,-5.411200047E0
1.328300312E1,1.035729980E1,1.524099946E0,-5.348799706E0
1.329298125E1,7.941699982E0,4.607999802E0,-6.072999954E0
1.330299375E1,3.778100014E0,7.776599884E0,-6.563099861E0
1.331300469E1,-1.338400006E0,1.099049950E1,-2.850899935E0
1.332298438E1,-5.267699718E0,1.345459938E1,5.880499840E0
1.333299531E1,-6.694499969E0,1.543409920E1,1.686489868E1
1.334300625E1,-6.072799683E0,1.648600006E1,2.192779922E1
1.335298594E1,-6.524799824E0,1.733259964E1,1.889649963E1
1.336299688E1,-6.149600029E0,1.778120041E1,1.535359955E1
1.337300938E1,-4.610599995E0,1.665550041E1,1.619519997E1
1.338298750E1,-4.225599766E0,1.415649986E1,1.727269936E1
1.339300000E1,-4.278199673E0,1.097189999E1,1.499479961E1
1.340301094E1,-4.640699863E0,7.376899719E0,1.017579937E1
1.341299062E1,-4.691899776E0,5.515299797E0,7.284800053E0
1.342300156E1,-4.993799686E0,1.388999939E0,2.202899933E0
1.343301250E1,-4.892600060E0,-3.090199947E0,-2.235899925E0
1.344299219E1,-3.291299820E0,-7.124699593E0,-6.163899899E0
1.345300312E1,2.876999974E-1,-9.878299713E0,-9.515399933E0
1.346298281E1,3.898299932E0,-1.117049980E1,-1.172909927E1
1.347299375E1,5.484699726E0,-1.178189945E1,-1.021609974E1
1.348300625E1,4.526199818E0,-1.179339981E1,-4.265899658E0
1.349298438E1,3.663299799E0,-1.216289997E1,1.513700008E0
1.350299531E1,2.522899866E0,-1.243209934E1,3.359899998E0
1.351300781E1,2.031999975E-1,-1.114340019E1,1.951599956E0
1.352298594E1,-2.059099913E0,-8.769100189E0,-1.973999977E0
1.353299844E1,-3.131099939E0,-5.969399929E0,-5.701699734E0
1.354300938E1,-2.860800028E0,-3.319299936E0,-7.921099663E0
1.355298906E1,-6.951000094E-1,-1.760100007E0,-8.822400093E0
1.356300000E1,1.327299953E0,-1.049899936E0,-9.811499596E0
1.357301094E1,2.196399927E0,-1.027699947E0,-1.179150009E1
1.358299219E1,1.724699974E0,-1.579599977E0,-1.395199966E1
1.359300313E1,1.056999922E0,-1.919499993E0,-1.490059948E1
1.360298281E1,-1.611000001E-1,-2.266099930E0,-1.437739944E1
1.361299375E1,-1.341899991E0,-2.488600016E0,-1.260120010E1
1.362300469E1,-1.941499949E0,-2.484999895E0,-9.852699280E0
1.363300000E1,-2.334300041E0,-1.620899916E0,-6.992499828E0
1.364299375E1,-3.037499905E0,-3.319000006E-1,-4.702300072E0
1.365300625E1,-4.005099773E0,1.312399983E0,-3.712099791E0
1.366298594E1,-4.696899891E0,3.493399858E0,-3.477999926E0
1.367299688E1,-4.554199696E0,5.410999775E0,-3.324399948E0
1.368300938E1,-3.764299870E0,5.914999962E0,-3.231599808E0
1.369298906E1,-2.441900015E0,5.057499886E0,-2.661900043E0
1.370300000E1,-6.144999862E-1,4.052899837E0,-1.222700000E0
1.371301094E1,1.027400017E0,3.339099884E0,-1.608999968E-1
1.372299063E1,1.744499922E0,3.081399918E0,2.818000019E-1
1.373300156E1,1.287299991E0,2.790499926E0,4.025000036E-1
1.374298125E1,5.059999824E-1,2.225600004E0,1.177399993E0
1.375299219E1,-3.880999982E-1,1.877900004E0,3.603600025E0
1.376300469E1,-9.047999978E-1,2.042199850E0,7.288199902E0
1.377298281E1,-6.455000043E-1,2.637199879E0,1.026620007E1
1.378299375E1,-1.560999900E-1,3.289999962E0,1.151060009E1
1.379300625E1,-3.729999810E-2,3.658599854E0,1.234549999E1
1.380298594E1,1.509199977E0,3.732999802E0,1.290779972E1
1.381299688E1,3.802399874E0,3.690899849E0,1.445219994E1
1.382300781E1,5.263099670E0,2.954399824E0,1.622869873E1
1.383298750E1,6.222899914E0,2.011100054E0,1.821459961E1
1.384299844E1,7.173199654E0,5.604000092E-1,1.913659859E1
1.385300938E1,7.773099899E0,-8.650999665E-1,1.721489906E1
1.386298906E1,7.955399990E0,-1.896999955E0,1.378329945E1
1.387300156E1,7.579199791E0,-2.723099947E0,1.051539993E1
1.388301250E1,6.993899822E0,-3.209199905E0,6.847699642E0
1.389299219E1,6.374700069E0,-3.657499790E0,2.928099871E0
1.390300313E1,5.704099655E0,-3.856799841E0,-4.260999858E-1
1.391298281E1,4.635900021E0,-4.094399929E0,-2.439699888E0
1.392299375E1,3.504799843E0,-4.269099712E0,-3.161099911E0
1.393300469E1,2.370699883E0,-4.191199780E0,-3.453799963E0
1.394298438E1,1.398999929E0,-4.030200005E0,-3.708999872E0
1.395299531E1,7.427999973E-1,-3.676399946E0,-4.357399940E0
1.396300625E1,2.342000008E-1,-3.326599836E0,-5.555500031E0
1.397298594E1,-1.877999902E-1,-3.045699835E0,-6.598299980E0
1.398299688E1,-4.378999770E-1,-2.788599968E0,-7.442699909E0
1.399300938E1,-1.066599965E0,-2.596699953E0,-7.772799969E0
1.400298906E1,-1.347199917E0,-2.470299959E0,-7.700899601E0
1.401300000E1,-1.550599933E0,-2.671099901E0,-7.109799862E0
1.402301094E1,-1.847499967E0,-2.492899895E0,-6.707299709E0
1.403299062E1,-2.030799866E0,-2.278899908E0,-6.416499615E0
1.404300156E1,-2.309599876E0,-2.035099983E0,-6.543599606E0
1.405298125E1,-2.489399910E0,-1.576999903E0,-6.938299656E0
1.406299219E1,-2.444399834E0,-1.138399959E0,-7.328599930E0
1.407300313E1,-2.365799904E0,-6.211000085E-1,-7.662399769E0
1.408298438E1,-2.019899845E0,-6.650000066E-2,-7.687799931E0
1.409299375E1,-1.870599985E0,7.990999818E-1,-7.327099800E0
1.410300625E1,-1.916499972E0,1.525499940E0,-6.717099667E0
1.411298594E1,-2.278300047E0,2.287499905E0,-6.509599686E0
1.412299531E1,-2.575299978E0,2.756700039E0,-6.275799751E0
1.413300781E1,-2.872799873E0,2.894299984E0,-5.656399727E0
1.414298750E1,-2.881999969E0,2.658299923E0,-4.958799839E0
1.415299844E1,-2.710599899E0,2.729099989E0,-4.458799839E0
1.416300938E1,-2.575799942E0,2.436499834E0,-3.909899950E0
1.417298906E1,-1.600099921E0,2.118700027E0,-2.992899895E0
1.418300000E1,-1.842899919E0,1.611999989E0,-2.443500042E0
1.419301094E1,-1.885599971E0,1.215799928E0,-1.327799916E0
1.420299063E1,-1.744199991E0,1.130800009E0,-9.387999773E-1
1.421300156E1,-1.454699993E0,1.432600021E0,-1.806499958E0
1.422298281E1,-9.978999496E-1,1.476999998E0,-2.751999855E0
1.423299375E1,-6.280999780E-1,1.697799921E0,-2.626299858E0
1.424300469E1,4.690000042E-2,1.627399921E0,-1.642999947E-1
1.425298438E1,7.829999924E-1,1.388899922E0,4.423799992E0
1.426299531E1,1.480499983E0,1.114899993E0,1.066599941E1
1.427300781E1,2.425799847E0,4.893999994E-1,1.624099922E1
1.428298594E1,3.035499811E0,-6.618999839E-1,1.918449974E1
1.429299688E1,3.886199951E0,-1.395399928E0,1.851679993E1
1.430300938E1,5.076999664E0,-1.584299922E0,1.511089993E1
1.431298906E1,5.667799950E0,-9.034000039E-1,1.083969975E1
1.432300000E1,5.459399700E0,-8.999999613E-3,6.785099983E0
1.433301094E1,4.603600025E0,4.589999914E-1,3.595099926E0
1.434299062E1,3.345000029E0,1.025900006E0,1.419199944E0
1.435300156E1,2.292599916E0,1.229799986E0,-7.971000075E-1
1.436298125E1,1.014099956E0,1.391999960E0,-2.976899862E0
1.437299219E1,-6.239999831E-2,1.318300009E0,-4.923199654E0
1.438300312E1,-7.910999656E-1,1.276199937E0,-6.355399609E0
1.439298438E1,-1.363099933E0,1.182299972E0,-7.156499863E0
1.440299375E1,-1.700399995E0,1.320599914E0,-7.524499893E0
1.441300625E1,-1.624099970E0,1.180799961E0,-7.962399960E0
1.442298438E1,-1.505199909E0,1.034099936E0,-8.281299591E0
1.443299531E1,-1.605199933E0,8.404999971E-1,-8.705399513E0
1.444300781E1,-2.110800028E0,3.313999772E-1,-9.004199982E0
1.445298750E1,-2.766599894E0,-2.397999913E-1,-8.956299782E0
1.446299844E1,-3.316799879E0,-6.171000004E-1,-8.774099350E0
1.447301094E1,-3.903100014E0,-1.001199961E0,-8.542200089E0
1.448298906E1,-4.840300083E0,-1.166899920E0,-8.413899422E0
1.449300156E1,-5.289199829E0,-1.037299991E0,-7.894799709E0
1.450301094E1,-5.481299877E0,-6.981999874E-1,-7.504600048E0
1.451299219E1,-5.315599918E0,-3.195999861E-1,-7.711199760E0
1.452300312E1,-5.309499741E0,1.740000024E-2,-8.706600189E0
1.453298281E1,-5.644099712E0,-1.651999950E-1,-9.948299408E0
1.454299375E1,-6.279299736E0,-4.562999904E-1,-1.072989941E1
1.455300469E1,-6.604099751E0,-1.483299971E0,-1.093130016E1
1.456298438E1,-7.219199657E0,-2.856799841E0,-9.691699982E0
1.457299531E1,-7.529699802E0,-3.547099829E0,-7.476199627E0
1.458300625E1,-6.771299839E0,-3.853699923E0,-4.714799881E0
1.459298750E1,-5.666199684E0,-4.119299889E0,-2.218699932E0
1.460300469E1,-4.838399887E0,-4.048699856E0,-9.476999640E-1
1.461300938E1,-3.554299831E0,-3.508599997E0,-3.215999901E-1
1.462298906E1,-1.738399982E0,-2.328399897E0,-1.541000009E-1
1.463300000E1,4.508999884E-1,-7.559999824E-1,-1.237000003E-1
1.464301094E1,2.608899832E0,8.639000058E-1,7.540999651E-1
1.465299063E1,3.471799850E0,2.836799860E0,3.217700005E0
1.466300156E1,2.862799883E0,4.898200035E0,7.672399998E0
1.467298125E1,9.853000045E-1,7.375799656E0,1.317219925E1
1.468299219E1,-6.143000126E-1,1.088939953E1,1.826399994E1
1.469300469E1,-1.246899962E0,1.475149918E1,2.329780006E1
1.470298438E1,1.428699970E0,1.807789993E1,2.758779907E1
1.471299531E1,7.472399712E0,1.818919945E1,2.891539955E1
1.472300625E1,1.534799957E1,1.530069923E1,2.696780014E1
1.473298594E1,2.197410011E1,1.162459946E1,2.308909988E1
1.474299688E1,2.549489975E1,6.930899620E0,1.980539894E1
1.475300781E1,2.552289963E1,8.725000024E-1,1.832149887E1
1.476298906E1,2.209129906E1,-5.530099869E0,1.683160019E1
1.477299844E1,1.578889942E1,-1.069409943E1,1.453909969E1
1.478300938E1,8.922699928E0,-1.403730011E1,1.354649925E1
1.479298906E1,3.984599829E0,-1.490739918E1,1.348589993E1
1.480300000E1,2.194099903E0,-1.397539997E1,1.245119953E1
1.481301250E1,2.879099846E0,-1.253349972E1,1.016809940E1
1.482299063E1,4.907499790E0,-1.104229927E1,8.784999847E0
1.483300313E1,6.849799633E0,-1.043069935E1,8.282599449E0
1.484298281E1,8.796599388E0,-1.053739929E1,7.947000027E0
1.485299375E1,1.017259979E1,-1.111909962E1,6.906799793E0
1.486300469E1,1.057539940E1,-1.201489925E1,5.070099831E0
1.487298438E1,1.015159988E1,-1.282209969E1,3.517199993E0
1.488299531E1,9.494299889E0,-1.361349964E1,1.261600018E0
1.489300625E1,9.407199860E0,-1.380769920E1,-1.489699960E0
1.490298594E1,9.468299866E0,-1.247550011E1,-3.502699852E0
1.491299844E1,9.910999298E0,-1.086719990E1,-4.714799881E0
1.492300938E1,1.004729939E1,-9.395199776E0,-5.068099976E0
1.493298906E1,9.853699684E0,-8.454799652E0,-4.714499950E0
1.494300000E1,8.586699486E0,-6.791999817E0,-3.266799927E0
1.495301094E1,5.349899769E0,-5.499199867E0,-7.726999521E-1
1.496299063E1,1.126199961E0,-4.653299809E0,2.419199944E0
1.497300156E1,-3.847100019E0,-3.704099894E0,4.205899715E0
1.498298281E1,-7.396100044E0,-1.963499904E0,3.843099833E0
1.499299219E1,-8.881099701E0,1.489999890E-1,1.964699984E0
1.500300469E1,-9.587999344E0,3.242100000E0,6.328999996E-1
1.501298438E1,-1.040209961E1,6.988999844E0,-5.446000099E-1
1.502299375E1,-1.212090015E1,1.116739941E1,-2.624799967E0
1.503300625E1,-1.504629993E1,1.547039986E1,-5.241099834E0
1.504298594E1,-1.753979874E1,1.908899879E1,-6.202799797E0
1.505299688E1,-1.969199944E1,2.036109924E1,-3.847599983E0
1.506300781E1,-2.159650040E1,1.890069962E1,2.395000011E-1
1.507298906E1,-2.253820038E1,1.595759964E1,3.046499968E0
1.508299844E1,-2.261569977E1,1.283059978E1,4.232800007E0
1.509300938E1,-2.123779869E1,1.008930016E1,3.098500013E0
1.510298906E1,-1.701459885E1,7.976399899E0,2.400999963E-1
1.511300000E1,-1.073429966E1,6.547800064E0,-3.167500019E0
1.512301094E1,-4.007899761E0,5.425099850E0,-6.156899929E0
1.513299219E1,1.525399923E0,3.771399975E0,-7.824599743E0
1.514300313E1,5.260799885E0,2.293200016E0,-8.662499428E0
1.515298281E1,6.871799946E0,1.129400015E0,-8.919699669E0
1.516299375E1,7.074899673E0,2.556000054E-1,-8.849800110E0
1.517300469E1,6.750599861E0,-9.555999637E-1,-8.172399521E0
1.518298438E1,6.094599724E0,-2.152400017E0,-7.091099739E0
1.519299688E1,5.140899658E0,-2.971099854E0,-5.769700050E0
1.520300625E1,4.121999741E0,-3.338799953E0,-4.545300007E0
1.521298594E1,3.494299889E0,-3.553900003E0,-3.929699898E0
1.522299844E1,3.189399958E0,-3.366400003E0,-4.091099739E0
1.523300938E1,3.341499805E0,-2.936899900E0,-4.859399796E0
1.524298906E1,3.935499907E0,-2.268100023E0,-5.557600021E0
1.525300000E1,4.578899860E0,-1.532899976E0,-6.017399788E0
1.526301250E1,5.014899731E0,-6.076999903E-1,-6.391499996E0
1.527299062E1,4.622499943E0,2.481999993E-1,-6.186100006E0
1.528300156E1,3.748099804E0,8.364999890E-1,-5.303400040E0
1.529298125E1,2.718899965E0,1.499300003E0,-3.975399971E0
1.530299219E1,1.601099968E0,1.756199956E0,-2.226899862E0
1.531300469E1,8.840999603E-1,1.571399927E0,-7.141000032E-1
1.532298281E1,-1.352899909E0,9.923999906E-1,3.222899914E0
1.533299531E1,-4.612400055E0,8.475999832E-1,7.298699856E0
1.534300625E1,-7.435099602E0,7.512999773E-1,1.053359985E1
1.535298594E1,-9.261199951E0,1.437699914E0,1.355719948E1
1.536299688E1,-9.919499397E0,2.875399828E0,1.587500000E1
1.537300781E1,-9.674399376E0,4.638299942E0,1.782569885E1
1.538298750E1,-9.310299873E0,6.162499905E0,1.975489998E1
1.539300000E1,-9.194000244E0,7.493099689E0,2.113729858E1
1.540301094E1,-7.546399593E0,8.026000023E0,2.083519936E1
1.541299062E1,-4.276899815E0,7.538499832E0,1.990329933E1
1.542300156E1,-5.976999998E-1,5.901000023E0,2.024829865E1
1.543301250E1,2.533999920E0,3.879799843E0,2.080570030E1
1.544299219E1,5.002299786E0,9.767999649E-1,1.943770027E1
1.545300312E1,6.220200062E0,-1.786700010E0,1.596840000E1
1.546298281E1,6.214999676E0,-4.010900021E0,1.169149971E1
1.547299375E1,5.699100018E0,-5.182499886E0,7.186499596E0
1.548300469E1,4.948699951E0,-5.605599880E0,3.380899906E0
1.549298594E1,5.047100067E0,-5.782799721E0,5.720999837E-1
1.550299531E1,5.509999752E0,-5.327399731E0,-1.400499940E0
1.551300781E1,6.130300045E0,-5.587599754E0,-2.321499825E0
1.552298594E1,6.621299744E0,-6.479399681E0,-3.019199848E0
1.553300000E1,6.553699970E0,-8.070899963E0,-3.140199900E0
1.554300938E1,6.013000011E0,-1.007380009E1,-3.035499811E0
1.555298906E1,5.810699940E0,-1.175399971E1,-2.971199989E0
1.556300000E1,5.903199673E0,-1.284619999E1,-2.859899998E0
1.557301094E1,6.721600056E0,-1.369409943E1,-3.402999878E0
1.558299062E1,8.100399971E0,-1.416949940E1,-4.528500080E0
1.559300156E1,9.855199814E0,-1.349609947E1,-6.146899700E0
1.560298281E1,1.081969929E1,-1.208939934E1,-8.238100052E0
1.561299219E1,1.073799992E1,-1.038789940E1,-1.046420002E1
1.562300469E1,9.744299889E0,-8.597299576E0,-1.185279942E1
1.563298438E1,8.345999718E0,-7.164499760E0,-1.177180004E1
1.564299375E1,6.372699738E0,-5.855899811E0,-1.028559971E1
1.565300625E1,4.000499725E0,-4.692299843E0,-8.019599915E0
1.566298594E1,1.533199906E0,-4.323199749E0,-4.890100002E0
1.567299688E1,-1.374300003E0,-4.085000038E0,-1.651099920E0
1.568300781E1,-2.868899822E0,-3.460500002E0,1.347899914E0
1.569298750E1,-4.856599808E0,-2.437000036E0,2.593899965E0
1.570300000E1,-6.714499950E0,2.122999877E-1,4.254300117E0
1.571301094E1,-8.914699554E0,4.413000107E0,6.626399994E0
1.572299063E1,-1.147410011E1,1.043639946E1,1.244929981E1
1.573300156E1,-1.525009918E1,1.785759926E1,2.104579926E1
1.574301250E1,-1.831529999E1,2.211429977E1,2.930480003E1
1.575299219E1,-1.880220032E1,2.042399979E1,3.283879852E1
1.576300469E1,-1.921599960E1,1.816549873E1,3.185739899E1
1.577298281E1,-1.784039879E1,1.613450050E1,2.920349884E1
1.578299375E1,-1.508099937E1,1.447869968E1,2.525619888E1
1.579300625E1,-1.155369949E1,1.370549965E1,1.841409874E1
1.580298438E1,-7.524299622E0,1.315880013E1,9.270199776E0
1.581299688E1,-2.780400038E0,1.257429981E1,1.141999960E0
1.582300781E1,2.225100040E0,1.196280003E1,-4.992899895E0
1.583298750E1,5.623799801E0,1.131820011E1,-8.966300011E0
1.584299844E1,7.001800060E0,9.879300117E0,-1.022509956E1
1.585300938E1,6.498799801E0,8.324600220E0,-9.213899612E0
1.586298906E1,5.240900040E0,6.761799812E0,-7.446399689E0
1.587300000E1,3.763599873E0,5.226299763E0,-6.194200039E0
1.588301094E1,2.648000002E0,4.065899849E0,-6.238499641E0
1.589299063E1,1.884899974E0,2.820099831E0,-7.261099815E0
1.590300156E1,2.153599977E0,1.775499940E0,-8.710700035E0
1.591298281E1,3.007400036E0,1.013000011E0,-1.010439968E1
1.592299375E1,3.763000011E0,9.067999721E-1,-1.096350002E1
1.593300469E1,3.831199884E0,8.461999893E-1,-1.123979950E1
1.594298438E1,3.505800009E0,1.014899969E0,-1.079449940E1
1.595299531E1,2.536700010E0,9.322999716E-1,-1.042369938E1
1.596300625E1,5.554000139E-1,8.131999969E-1,-9.705800056E0
1.597298594E1,-1.404299974E0,8.355999589E-1,-8.233499527E0
1.598299688E1,-2.704099894E0,8.520999551E-1,-5.911799908E0
1.599300781E1,-3.911000013E0,9.734999537E-1,-1.986699939E0
1.600298750E1,-4.841199875E0,9.133999944E-1,2.789499998E0
1.601300000E1,-5.353300095E0,8.908999562E-1,7.403399944E0
1.602301094E1,-5.987899780E0,1.544299960E0,1.145769978E1
1.603300000E1,-6.827699661E0,2.682899952E0,1.473329926E1
1.604300156E1,-8.031800270E0,3.512699842E0,1.739270020E1
1.605301250E1,-1.042859936E1,4.959399700E0,2.094939995E1
1.606299219E1,-1.153289986E1,6.246399879E0,2.295819855E1
1.607300312E1,-1.230669975E1,8.164799690E0,2.788769913E1
1.608298281E1,-1.083669949E1,8.962100029E0,3.380909729E1
1.609299375E1,-7.132400036E0,7.459199905E0,3.762479782E1
1.610300625E1,-2.014099836E0,4.959099770E0,3.634499741E1
1.611298438E1,1.890999913E0,1.984599948E0,3.036749840E1
1.612299688E1,5.041999817E0,-1.005699992E0,2.317989922E1
1.613300781E1,7.524600029E0,-3.454399824E0,1.740579987E1
1.614298750E1,8.921299934E0,-5.452099800E0,1.302899933E1
1.615300000E1,9.039899826E0,-6.913899899E0,8.368800163E0
1.616300938E1,8.337699890E0,-7.530999660E0,3.546999931E0
1.617298906E1,7.406899929E0,-7.730999947E0,-1.207299948E0
1.618300000E1,6.623399734E0,-7.982399940E0,-5.706399918E0
1.619301250E1,6.168900013E0,-8.392499924E0,-9.410200119E0
1.620299062E1,5.828199863E0,-9.107699394E0,-1.220879936E1
1.621300312E1,5.842199802E0,-1.045919991E1,-1.332979965E1
1.622298281E1,6.158199787E0,-1.245909977E1,-1.262169933E1
1.623299375E1,6.357899666E0,-1.558789921E1,-1.172799969E1
1.624300469E1,5.023900032E0,-1.881089973E1,-1.067299938E1
1.625298438E1,3.498499870E0,-2.023320007E1,-9.829400063E0
1.626299531E1,3.713599920E0,-2.022489929E1,-1.110849953E1
1.627300781E1,5.921599865E0,-1.889319992E1,-1.473589993E1
1.628298594E1,8.276000023E0,-1.541909981E1,-1.888500023E1
1.629299688E1,9.911499977E0,-1.140549946E1,-2.183189964E1
1.630300781E1,1.082619953E1,-7.671499729E0,-2.290559959E1
1.631298906E1,1.009669971E1,-5.045000076E0,-2.203179932E1
1.632300000E1,7.436499596E0,-3.375200033E0,-1.894839859E1
1.633301094E1,3.939699888E0,-2.596299887E0,-1.370510006E1
1.634299063E1,1.181399941E0,-2.857499838E0,-7.864399910E0
1.635300156E1,-8.811999559E-1,-2.992300034E0,-3.006299973E0
1.636301250E1,-2.107800007E0,-3.001699924E0,5.137000084E-1
1.637299219E1,-2.574399948E0,-2.499099970E0,3.008100033E0
1.638300313E1,-2.064399958E0,-1.760499954E0,4.553800106E0
1.639298438E1,-1.492100000E0,-5.169000030E-1,6.474299908E0
1.640299375E1,-1.546999961E-1,2.145200014E0,1.150859928E1
1.641300469E1,1.429199934E0,5.932699680E0,2.062430000E1
1.642298438E1,1.142699957E0,1.060429955E1,3.130309868E1
1.643299688E1,-7.282999754E-1,1.513809967E1,3.761399841E1
1.644300781E1,-1.828399897E0,1.670719910E1,3.647089767E1
1.645298750E1,-4.170599937E0,2.178100014E1,3.022589874E1
1.646299844E1,-7.837999821E0,2.867329979E1,2.633269882E1
1.647300938E1,-8.828899384E0,3.209410095E1,2.841499901E1
1.648298906E1,-8.283100128E0,3.056169891E1,2.940839958E1
1.649300000E1,-8.412300110E0,2.518129921E1,2.429819870E1
1.650301094E1,-9.245200157E0,1.867149925E1,1.517889977E1
1.651299219E1,-1.030000019E1,1.310939980E1,6.723399639E0
1.652300313E1,-8.478699684E0,9.354399681E0,6.003000140E-1
1.653298281E1,-5.233299732E0,7.297699928E0,-4.224699974E0
1.654299375E1,-2.231199980E0,6.505799770E0,-8.104399681E0
1.655300469E1,3.290999830E-1,6.033400059E0,-1.070819950E1
1.656298438E1,1.816599965E0,5.178800106E0,-1.118379974E1
1.657299531E1,1.757599950E0,4.143099785E0,-1.008290005E1
1.658300625E1,2.850999832E-1,3.273999929E0,-8.888500214E0
1.659298594E1,-1.786799908E0,1.803799987E0,-8.732399940E0
1.660299688E1,-3.513399839E0,7.121999860E-1,-9.142199516E0
1.661300781E1,-4.694600105E0,-1.838999987E-1,-9.141799927E0
1.662298906E1,-4.867099762E0,-5.277000070E-1,-9.282400131E0
1.663300000E1,-4.146100044E0,-4.011999965E-1,-9.993000031E0
1.664301094E1,-2.969899893E0,3.418999910E-1,-1.079549980E1
1.665298906E1,-1.743499994E0,1.330799937E0,-1.135729980E1
1.666300156E1,-9.811999798E-1,2.104599953E0,-1.101229954E1
1.667298125E1,-1.191799998E0,2.260699987E0,-9.645599365E0
1.668299219E1,-2.074100018E0,1.570999980E0,-7.461999893E0
1.669300312E1,-3.457299948E0,2.708999813E-1,-4.360499859E0
1.670298281E1,-5.853799820E0,-4.666999876E-1,-1.246399999E0
1.671299375E1,-7.371899605E0,-4.003999829E-1,1.395699978E0
1.672300625E1,-8.361199379E0,5.720999837E-1,4.459199905E0
1.673298438E1,-8.647399902E0,2.708299875E0,7.510099888E0
1.674299531E1,-9.543899536E0,6.084300041E0,1.050070000E1
1.675300938E1,-1.101299953E1,1.033129978E1,1.275159931E1
1.676298750E1,-1.222379971E1,1.465869999E1,1.551649952E1
1.677299844E1,-1.158259964E1,1.605979919E1,2.077439880E1
1.678300938E1,-8.144999504E0,1.329339981E1,2.736739922E1
1.679298906E1,-2.581300020E0,7.967899799E0,3.100059891E1
1.680300000E1,4.516499996E0,1.226300001E0,2.997359848E1
1.681301094E1,1.004780006E1,-4.298299789E0,2.399849892E1
1.682299063E1,1.149009991E1,-6.280699730E0,1.967849922E1
1.683300312E1,1.230319977E1,-7.868799686E0,1.200559998E1
1.684298125E1,1.103689957E1,-6.852299690E0,5.047199726E0
1.685299219E1,8.882800102E0,-5.557399750E0,-2.144999951E-1
1.686300469E1,6.786099911E0,-4.547599792E0,-3.338500023E0
1.687298594E1,5.410899639E0,-3.629999876E0,-4.279900074E0
1.688299531E1,5.447299957E0,-3.470799923E0,-3.977599859E0
1.689300625E1,5.845900059E0,-4.388499737E0,-3.627399921E0
1.690298594E1,5.725999832E0,-6.666599751E0,-3.551999807E0
1.691299688E1,5.090399742E0,-9.435599327E0,-3.314199924E0
1.692300938E1,4.344500065E0,-1.173279953E1,-2.584699869E0
1.693298906E1,3.814599991E0,-1.304879951E1,-1.849299908E0
1.694300000E1,4.096600056E0,-1.351270008E1,-2.225999832E0
1.695301094E1,5.066199780E0,-1.421609974E1,-3.998999834E0
1.696299062E1,6.217899799E0,-1.417420006E1,-7.397099972E0
1.697300156E1,7.227699757E0,-1.321639919E1,-1.123740005E1
1.698298125E1,7.735199928E0,-1.130700016E1,-1.460799980E1
1.699299375E1,7.653399944E0,-9.121899605E0,-1.732989883E1
1.700300469E1,6.900799751E0,-7.226399899E0,-1.879059982E1
1.701298438E1,5.238899708E0,-5.664700031E0,-1.793070030E1
1.702299531E1,2.532599926E0,-4.351900101E0,-1.293349934E1
1.703300625E1,3.571999967E-1,-3.350399971E0,-6.268399715E0
1.704298594E1,-8.585999608E-1,-2.341300011E0,-1.332299948E0
1.705299531E1,-1.485999942E0,-1.299799919E0,1.176499963E0
1.706300781E1,-1.890599966E0,-7.989999652E-2,1.176599979E0
1.707298750E1,-1.794699907E0,1.709800005E0,4.860000014E-1
1.708299844E1,-1.958399892E0,4.641399860E0,-4.569000006E-1
1.709300938E1,-3.538399935E0,8.791399956E0,-8.649999648E-2
1.710298906E1,-4.957099915E0,1.357249928E1,5.453899860E0
1.711300156E1,-8.051099777E0,1.820759964E1,1.769659996E1
1.712301094E1,-9.446700096E0,1.978139877E1,2.966079903E1
1.713299062E1,-8.931699753E0,1.663579941E1,3.218970108E1
1.714300312E1,-8.124400139E0,1.380410004E1,2.864929962E1
1.715298281E1,-7.982100010E0,1.094909954E1,2.304640007E1
1.716299375E1,-8.404399872E0,8.812999725E0,1.891740036E1
1.717300469E1,-8.149299622E0,8.083499908E0,1.514349937E1
1.718298438E1,-6.801799774E0,7.596299648E0,1.017519951E1
1.719299531E1,-4.532299995E0,7.646100044E0,5.202799797E0
1.720300781E1,-3.164299965E0,7.314699650E0,3.184399843E0
1.721298594E1,-1.821599960E0,8.241799355E0,3.579999804E-1
1.722299688E1,-1.715999961E0,7.750699997E0,-6.997999549E-1
1.723300938E1,-3.215699911E0,6.240599632E0,-1.744000018E-1
1.724298906E1,-5.017299652E0,4.462899685E0,2.716000080E-1
1.725300000E1,-6.114199638E0,3.451200008E0,-2.190999985E-1
1.726301094E1,-6.812799931E0,3.292599916E0,-1.322600007E0
1.727299063E1,-6.674999714E0,3.808499813E0,-2.322799921E0
1.728300156E1,-5.575999737E0,4.384599686E0,-3.566999912E0
1.729298125E1,-3.857699871E0,5.144499779E0,-4.975599766E0
1.730299219E1,-1.988899946E0,6.028199673E0,-6.238800049E0
1.731300469E1,-1.017199993E0,6.876899719E0,-6.663699627E0
1.732298281E1,-1.108999968E0,7.226199627E0,-6.034399986E0
1.733299375E1,-2.170799971E0,6.888099670E0,-4.577600002E0
1.734300625E1,-3.898699999E0,5.961699963E0,-2.160899878E0
1.735298594E1,-5.945600033E0,4.966300011E0,1.825399995E0
1.736299688E1,-7.616299629E0,4.111799717E0,7.300600052E0
1.737300781E1,-9.493800163E0,3.196099997E0,1.227129936E1
