"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
6.729843750E-1,-1.851999909E-1,4.702000022E-1,2.678000033E-1
6.829953130E-1,-1.357000023E-1,5.805000067E-1,2.366999984E-1
6.930062500E-1,-3.492999971E-1,4.939000010E-1,1.639000028E-1
7.029859380E-1,-5.090000033E-1,6.076999903E-1,5.113999844E-1
7.129968750E-1,-6.618999839E-1,7.213999629E-1,7.394999862E-1
7.230078130E-1,-5.880999565E-1,5.275999904E-1,8.822999597E-1
7.329875000E-1,-4.438999891E-1,2.942999899E-1,5.965999961E-1
7.429984380E-1,-3.413999975E-1,1.017000005E-1,3.879999816E-1
7.530093750E-1,-2.777000070E-1,-1.235999987E-1,3.656999767E-1
7.629906250E-1,-2.875999808E-1,-3.051999807E-1,4.529999793E-1
7.730015630E-1,-4.493999779E-1,-3.258000016E-1,6.112999916E-1
7.830125000E-1,-2.646999955E-1,-3.010999858E-1,6.847000122E-1
7.929921880E-1,-5.449000001E-1,-2.365999967E-1,8.345999718E-1
8.030031250E-1,-5.108000040E-1,-3.342999816E-1,6.398999691E-1
8.129828130E-1,-4.043000042E-1,-4.342999756E-1,5.288999677E-1
8.229937500E-1,-2.676999867E-1,-3.488999903E-1,2.397999913E-1
8.330062500E-1,-1.314000040E-1,-3.427999914E-1,6.979999691E-2
8.429843750E-1,-7.400000095E-2,-2.194999903E-1,5.749999732E-2
8.529953130E-1,2.520000003E-2,-3.243999779E-1,3.449999914E-2
8.630062500E-1,-3.209999949E-2,-5.422999859E-1,5.099999718E-3
8.729875000E-1,5.859999731E-2,-5.311999917E-1,-1.700999886E-1
8.829984380E-1,7.079999894E-2,-5.593000054E-1,-7.069999725E-2
8.930093750E-1,9.099999443E-3,-5.055999756E-1,-5.529999733E-2
9.029890630E-1,-1.069999952E-2,-4.922999740E-1,-3.849999979E-2
9.130015630E-1,3.786000013E-1,-5.151999593E-1,-1.388999969E-1
9.230109380E-1,6.371999979E-1,-6.516999602E-1,-2.422999889E-1
9.329906250E-1,4.707999825E-1,-5.214999914E-1,-6.890999675E-1
9.430031250E-1,4.520999789E-1,-2.836999893E-1,-1.120000005E0
9.529828130E-1,1.594000012E-1,-2.545999885E-1,-1.455299973E0
9.629921880E-1,1.950000040E-2,-2.263999879E-1,-1.317699909E0
9.730046880E-1,-3.999999899E-4,-8.899999410E-2,-1.286399961E0
9.829843750E-1,-5.029999837E-2,5.099999905E-2,-1.064399958E0
9.929953130E-1,-1.829999872E-2,1.500999928E-1,-1.075899959E0
1.003006250E0,5.379999802E-2,1.009999961E-1,-4.720999897E-1
1.012985938E0,-2.779999934E-2,-1.718999892E-1,1.929999888E-1
1.022996875E0,-2.642999887E-1,-2.815999985E-1,6.527999640E-1
1.033007813E0,-5.205000043E-1,-3.999999899E-4,9.923999906E-1
1.042987500E0,-5.511999726E-1,2.056999952E-1,1.407799959E0
1.053000000E0,-4.302999973E-1,-9.309999645E-2,1.307799935E0
1.063009375E0,-5.001999736E-1,-2.775999904E-1,1.015200019E0
1.072989063E0,-3.740999997E-1,-1.503999978E-1,6.471999884E-1
1.083001563E0,-2.843999863E-1,1.673000008E-1,4.430999756E-1
1.093012500E0,2.879999951E-2,2.863999903E-1,2.450999916E-1
1.102990625E0,1.445000023E-1,3.589999974E-1,1.819999889E-2
1.113003125E0,2.153999954E-1,5.742999911E-1,-3.836999834E-1
1.122982813E0,9.809999913E-2,5.163999796E-1,-4.361999929E-1
1.132993750E0,2.126999944E-1,7.306999564E-1,-2.489999980E-1
1.143004688E0,5.837000012E-1,5.277000070E-1,2.751999795E-1
1.152985938E0,8.233000040E-1,-2.775000036E-1,9.631999731E-1
1.162995313E0,4.276999831E-1,-6.372999549E-1,1.506899953E0
1.173006250E0,5.504999757E-1,-7.112999558E-1,2.033900023E0
1.182987500E0,5.141000152E-1,-4.605000019E-1,2.155200005E0
1.192998438E0,4.043999910E-1,-3.181999922E-1,2.029599905E0
1.203009375E0,2.140999883E-1,-2.180000022E-2,1.595999956E0
1.212989063E0,-1.633999944E-1,1.428000033E-1,1.023100019E0
1.223000000E0,-3.386999965E-1,3.014999926E-1,6.536999941E-1
1.233010938E0,-3.976999819E-1,1.428999901E-1,3.287000060E-1
1.242990625E0,-1.529999971E-1,-1.322000027E-1,-1.124999970E-1
1.253003125E0,-1.425999999E-1,-3.229999915E-2,-3.756999969E-1
1.262982813E0,-3.227999806E-1,1.744000018E-1,1.181999967E-1
1.272993750E0,-6.166999936E-1,1.865999997E-1,7.667999864E-1
1.283004688E0,-5.703999996E-1,3.549999893E-1,9.086999893E-1
1.292984375E0,-1.895999908E-1,2.852999866E-1,8.611999750E-1
1.302995313E0,-4.609999806E-2,1.660999954E-1,3.947999775E-1
1.313006250E0,1.359999925E-2,1.239999980E-1,1.664000005E-1
1.322985938E0,3.720000014E-2,5.079999939E-2,8.469999582E-2
1.332998438E0,-5.130000040E-2,6.499999762E-2,1.092000008E-1
1.343007813E0,-8.599999547E-2,2.035999894E-1,3.190000057E-1
1.352987500E0,-3.900000080E-2,1.535999924E-1,3.233999908E-1
1.363000000E0,-1.033999994E-1,1.551999897E-1,2.736999989E-1
1.373010938E0,-9.319999814E-2,2.744999826E-1,2.250999957E-1
1.382990625E0,-1.552999914E-1,2.018999904E-1,2.498999983E-1
1.393003125E0,-4.999999702E-2,7.999999821E-2,2.456000000E-1
1.403012500E0,6.309999526E-2,4.749999940E-2,1.929000020E-1
1.412992188E0,1.573999971E-1,1.460999995E-1,-1.808999926E-1
1.423003125E0,1.376999915E-1,-6.599999964E-3,-3.804999888E-1
1.432982813E0,2.296999991E-1,-4.549999908E-2,-5.350999832E-1
1.442993750E0,2.755999863E-1,-8.810000122E-2,-8.015999794E-1
1.453006250E0,1.627999991E-1,1.877999902E-1,-7.979999781E-1
1.462984375E0,7.889999449E-2,2.056999952E-1,-5.368999839E-1
1.472996875E0,1.048000008E-1,1.990999877E-1,-2.131999880E-1
1.483007813E0,2.784999907E-1,8.700000122E-3,9.769999981E-2
1.492987500E0,4.183000028E-1,-1.709999889E-1,3.561999798E-1
1.502998438E0,2.513000071E-1,-1.469999999E-1,4.478999972E-1
1.513010938E0,1.186999977E-1,2.419999987E-2,3.946999907E-1
1.522989063E0,-1.740999967E-1,1.400000006E-1,3.215999901E-1
1.533000000E0,-1.541000009E-1,2.134999931E-1,2.524999976E-1
1.543010938E0,-8.309999853E-2,2.399999946E-1,-6.000000052E-3
1.552990625E0,2.939999849E-2,7.699999958E-2,-1.548999995E-1
1.563003125E0,1.781999916E-1,-8.060000092E-2,-2.308999896E-1
1.572982813E0,2.102999985E-1,1.099999994E-1,-3.015999794E-1
1.582993750E0,2.757000029E-1,3.099999949E-2,-1.023999974E-1
1.593003125E0,4.111000001E-1,-4.380000010E-2,1.327999979E-1
1.602984375E0,4.290999770E-1,-7.930000126E-2,2.110999972E-1
1.612995313E0,4.045999944E-1,-1.799999969E-3,6.030000001E-2
1.623006250E0,4.176999927E-1,1.876000017E-1,-1.226999983E-1
1.632987500E0,2.370999902E-1,9.779999405E-2,-2.220999897E-1
1.642996875E0,1.032999977E-1,3.599999938E-3,-2.786000073E-1
1.653009375E0,1.650999933E-1,-2.424999923E-1,-2.228999883E-1
1.662989063E0,1.162000000E-1,-1.603000015E-1,1.277000010E-1
1.673000000E0,-1.185999960E-1,-2.250999957E-1,4.644999802E-1
1.683010938E0,-1.503999978E-1,-8.559999615E-2,7.902999520E-1
1.692989063E0,-2.679999918E-2,-2.434999943E-1,1.097499967E0
1.703001563E0,-1.772999913E-1,-2.360999882E-1,1.121199965E0
1.713012500E0,-1.376999915E-1,-2.335999906E-1,9.562999606E-1
1.722992188E0,-1.004999951E-1,-3.556999862E-1,7.215999961E-1
1.733003125E0,-5.839999765E-2,-4.101999998E-1,5.769000053E-1
1.742982813E0,3.283999860E-1,-3.134000003E-1,7.538999915E-1
1.752995313E0,4.305999875E-1,-2.538000047E-1,9.309999943E-1
1.763006250E0,4.077000022E-1,-3.923999965E-1,4.450999796E-1
1.772985938E0,3.718999922E-1,-3.418999910E-1,-1.476999968E-1
1.782996875E0,4.835999906E-1,-3.874999881E-1,-1.268299937E0
1.793007813E0,3.628999889E-1,-2.918999791E-1,-2.215199947E0
1.802985938E0,2.504999936E-1,-4.296000004E-1,-2.145900011E0
1.812998438E0,-7.559999824E-2,-3.671999872E-1,-1.654500008E0
1.823009375E0,-3.491999805E-1,-1.840000004E-1,-1.483399987E0
1.832989063E0,-6.816999912E-1,4.105999768E-1,-1.490799904E0
1.843000000E0,-1.105899930E0,6.381999850E-1,-1.448499918E0
1.853010938E0,-1.169999957E0,7.415999770E-1,-1.438699961E0
1.862990625E0,-8.908999562E-1,6.886000037E-1,-1.661299944E0
1.873003125E0,-3.946999907E-1,6.764999628E-1,-1.959199905E0
1.882982813E0,-1.502999961E-1,5.076999664E-1,-2.134999990E0
1.892993750E0,-8.593999743E-1,5.704999566E-1,-2.036700010E0
1.903004688E0,-4.386000037E-1,7.234999537E-1,-1.086899996E0
1.912984375E0,6.427999735E-1,1.221599936E0,-9.404000044E-1
1.922995313E0,1.557799935E0,1.401899934E0,-7.761999965E-1
1.933006250E0,1.866400003E0,1.310599923E0,-4.910999835E-1
1.942985938E0,1.749599934E0,1.134500027E0,-3.529999852E-1
1.952996875E0,1.476699948E0,8.429999948E-1,-2.933000028E-1
1.963007813E0,1.212499976E0,5.539000034E-1,-3.540000021E-1
1.972989063E0,1.373899937E0,4.283999801E-1,-1.841000021E-1
1.982998438E0,1.831599951E0,2.408999950E-1,3.622999787E-1
1.993010938E0,2.055299997E0,-2.259999886E-2,4.760999978E-1
2.002990625E0,2.007799864E0,1.010999978E-1,5.205000043E-1
2.013001563E0,1.359099984E0,2.953999937E-1,1.380999982E-1
2.022981250E0,8.094999790E-1,2.926000059E-1,-2.879999876E-1
2.032992188E0,5.551999807E-1,4.553000033E-1,-5.784999728E-1
2.043003125E0,7.620999813E-1,4.750999808E-1,-9.261999726E-1
2.052982813E0,7.300999761E-1,4.481999874E-1,-1.258999944E0
2.062993750E0,4.174000025E-1,2.935999930E-1,-1.531399965E0
2.073004688E0,2.589999884E-2,1.761000007E-1,-1.640999913E0
2.082985938E0,-1.818999946E-1,-6.599999964E-3,-1.491099954E0
2.092996875E0,-3.256999850E-1,1.979999989E-2,-1.002900004E0
2.103007813E0,-3.549000025E-1,2.359999903E-2,-1.887999922E-1
2.112987500E0,-5.672000051E-1,-9.420000017E-2,-5.891999602E-1
2.122998438E0,-7.175999880E-1,-9.459999949E-2,-6.484000087E-1
2.133009375E0,-1.233699918E0,-2.972999811E-1,-9.071999788E-1
2.142989063E0,-1.762799978E0,-4.240999818E-1,-1.310599923E0
2.153001563E0,-2.076799870E0,-4.922999740E-1,-1.412599921E0
2.163012500E0,-2.227200031E0,-4.427999854E-1,-8.739999533E-1
2.172992188E0,-1.720299959E0,-6.309999526E-2,6.759999990E-1
2.183003125E0,-1.173099995E0,4.739999771E-2,1.235700011E0
2.192982813E0,-1.211300015E0,-1.172999963E-1,1.169399977E0
2.202993750E0,-1.628600001E0,5.240000039E-2,3.876000047E-1
2.213004688E0,-1.508099914E0,-1.821999997E-1,-6.372999549E-1
2.222984375E0,-1.305499911E0,-1.574999988E-1,-1.318499923E0
2.232995313E0,-9.346999526E-1,2.199999988E-3,-1.800499916E0
2.243007813E0,-7.447999716E-1,2.730000019E-1,-1.719599962E0
2.252985938E0,-8.578999639E-1,7.469999790E-2,-1.716899991E0
2.262998438E0,-1.281700015E0,2.096999884E-1,-1.005399942E0
2.273009375E0,-1.135599971E0,1.722999960E-1,-2.563000023E-1
2.282989063E0,-1.150399923E0,1.092000008E-1,7.400000095E-2
2.293000000E0,-1.113999963E0,-2.982999980E-1,7.000000030E-2
2.303010938E0,-1.149099946E0,-4.275999963E-1,-1.764999926E-1
2.312990625E0,-9.648000002E-1,-1.019699931E0,-4.332000017E-1
2.323001563E0,-1.060299993E0,-9.827999473E-1,-6.105999947E-1
2.332981250E0,-1.377499938E0,-7.894999981E-1,-4.336999953E-1
2.342992188E0,-1.454999924E0,-1.026099920E0,-1.009999961E-1
2.353004688E0,-1.561599970E0,-1.511999965E0,-4.406999946E-1
2.362982813E0,-1.663399935E0,-1.686800003E0,-1.123299956E0
2.372993750E0,-1.871299982E0,-1.864899993E0,-1.519899964E0
2.383006250E0,-1.558799982E0,-2.234400034E0,-1.684899926E0
2.392985938E0,-1.388000011E0,-2.651399851E0,-4.275999963E-1
2.402996875E0,4.533999860E-1,-2.518699884E0,-6.189999580E-1
2.413007813E0,8.916999698E-1,-3.087399960E0,-1.923999935E-1
2.422987500E0,1.138999939E0,-4.257199764E0,-1.287999898E-1
2.432998438E0,8.700999618E-1,-4.991099834E0,3.158999979E-1
2.443009375E0,2.728999853E-1,-5.155499935E0,1.303799987E0
2.452989063E0,-5.539999902E-2,-4.997499943E0,2.741400003E0
2.463001563E0,3.080999851E-1,-4.597599983E0,3.666100025E0
2.473012500E0,1.258000016E0,-3.921599865E0,4.338900089E0
2.482990625E0,1.763499975E0,-3.596499920E0,4.694099903E0
2.493003125E0,2.695799828E0,-3.090999842E0,6.323299885E0
2.502982813E0,3.275099993E0,-2.558500051E0,8.185199738E0
2.512993750E0,2.904999971E0,-2.016399860E0,8.323200226E0
2.523004688E0,1.504199982E0,-1.914599895E0,7.920899868E0
2.532984375E0,6.886999607E-1,-9.890999794E-1,8.531299591E0
2.542995313E0,7.373999953E-1,5.403000116E-1,9.191999435E0
2.553006250E0,1.084399939E0,2.224999905E0,9.125599861E0
2.562985938E0,1.276099920E0,3.806299925E0,8.691999435E0
2.572996875E0,1.721099973E0,5.290599823E0,7.683699608E0
2.583009375E0,1.871599913E0,6.482999802E0,6.290899754E0
2.592989063E0,1.746399999E0,7.342299938E0,4.863399982E0
2.603000000E0,1.280300021E0,7.668200016E0,4.275700092E0
2.613010938E0,9.038999677E-1,7.844799995E0,4.583899975E0
2.622990625E0,4.196999967E-1,7.453499794E0,5.269299984E0
2.633003125E0,7.360000163E-2,7.106799603E0,5.673899651E0
2.642981250E0,-5.690000057E-1,6.350699902E0,5.460499763E0
2.652992188E0,-9.185999632E-1,5.558099747E0,4.530900002E0
2.663004688E0,-1.480199933E0,5.209599972E0,3.459499836E0
2.672984375E0,-2.367199898E0,4.675099850E0,2.287199974E0
2.682993750E0,-3.129299879E0,4.339999676E0,3.946999907E-1
2.693006250E0,-3.819999933E0,3.419499874E0,-2.646499872E0
2.702985938E0,-3.743599892E0,3.231499910E0,-5.645499706E0
2.712996875E0,-2.592299938E0,3.276199818E0,-7.938499928E0
2.723007813E0,-1.790599942E0,2.369299889E0,-9.078399658E0
2.732987500E0,-1.069399953E0,1.125800014E0,-8.222599983E0
2.742998438E0,-2.992999852E-1,5.260000005E-2,-6.116099834E0
2.753009375E0,-6.049999967E-2,-7.325999737E-1,-3.348599911E0
2.762990625E0,-2.857999802E-1,-1.139099956E0,-1.148499966E0
2.773001563E0,-1.552999914E-1,-1.288599968E0,6.838999987E-1
2.783012500E0,1.033999994E-1,-1.620999932E0,1.879899979E0
2.792992188E0,5.855000019E-1,-2.478399992E0,2.700700045E0
2.803003125E0,6.456999779E-1,-2.643899918E0,7.922999859E-1
2.812982813E0,9.023999572E-1,-2.531800032E0,-1.860000007E-2
2.822993750E0,-3.860999942E-1,-3.104300022E0,-8.528999686E-1
2.833006250E0,-1.650200009E0,-3.288100004E0,-9.408999681E-1
2.842984375E0,-6.973999739E-1,-2.721099854E0,-5.689999834E-2
2.852995313E0,7.480999827E-1,-2.622699976E0,1.212499976E0
2.863006250E0,1.304600000E0,-2.860499859E0,1.640699983E0
2.872987500E0,1.413200021E0,-3.103199959E0,1.800999999E0
2.882996875E0,1.281299949E0,-2.642400026E0,2.475199938E0
2.893009375E0,-7.580000162E-2,-1.561900020E0,5.042900085E0
2.902989063E0,-1.509999931E-1,-1.403299928E0,5.514999866E0
2.913000000E0,9.875999689E-1,-1.098999977E0,5.959699631E0
2.923010938E0,1.314899921E0,3.109999932E-2,6.170199871E0
2.932990625E0,1.321299911E0,1.619399905E0,5.377899647E0
2.943001563E0,6.143000126E-1,2.742199898E0,4.510299683E0
2.952982813E0,6.150000095E-1,3.078199863E0,3.464299917E0
2.962992188E0,3.999999762E-1,3.284899950E0,2.365599871E0
2.973004688E0,-5.284000039E-1,4.268399715E0,1.072099924E0
2.982984375E0,-2.530099869E0,6.008800030E0,1.682000011E-1
2.992993750E0,-3.643800020E0,6.999499798E0,1.472999901E-1
3.003006250E0,-3.353999853E0,5.885200024E0,4.614999890E-1
3.012985938E0,-3.388399839E0,2.067899942E0,2.444499969E0
3.022996875E0,8.276000023E-1,-3.766999841E-1,3.220700026E0
3.033007813E0,4.682399750E0,-8.999999762E-1,3.800999880E0
3.042987500E0,4.667500019E0,-1.479699969E0,3.611699820E0
3.053000000E0,2.299999952E0,-2.312399864E0,1.760800004E0
3.063009375E0,1.609599948E0,-2.450799942E0,-5.131999850E-1
3.072990625E0,1.540099978E0,-2.717700005E0,-1.915199995E0
3.083001563E0,1.497699976E0,-3.680799961E0,-2.849699974E0
3.093012500E0,1.628799915E0,-4.803100109E0,-2.433500051E0
3.102992188E0,1.909399986E0,-4.980799675E0,-1.587099910E0
3.113003125E0,3.707399845E0,-5.432499886E0,-1.794099927E0
3.122982813E0,6.346799850E0,-6.246899605E0,-1.298799992E0
3.132993750E0,6.757499695E0,-6.545499802E0,2.818999887E-1
3.143004688E0,6.217299938E0,-5.394000053E0,2.040199995E0
3.152984375E0,6.279299736E0,-4.689199924E0,1.786299944E0
3.162995313E0,5.971899986E0,-4.360899925E0,3.771999776E-1
3.173007813E0,5.042099953E0,-3.472899914E0,-2.143800020E0
3.182985938E0,4.022500038E0,-2.707499981E0,-5.392099857E0
3.192998438E0,3.002899885E0,-2.283699989E0,-7.755499840E0
3.203009375E0,1.831699967E0,-1.708099961E0,-8.925000191E0
3.212989063E0,1.582399964E0,-1.152899981E0,-8.625800133E0
3.223000000E0,1.905699968E0,-5.565999746E-1,-7.411699772E0
3.233010938E0,1.834999919E0,1.420000009E-2,-5.979099751E0
3.242990625E0,1.805799961E0,8.589999676E-1,-4.579400063E0
3.253001563E0,8.316999674E-1,1.711699963E0,-1.425499916E0
3.262982813E0,-1.032699943E0,2.599599838E0,2.159600019E0
3.272993750E0,-2.901999950E0,3.401799917E0,5.783899784E0
3.283004688E0,-4.578700066E0,4.464399815E0,8.664699554E0
3.292982813E0,-5.293600082E0,5.695600033E0,1.087659931E1
3.302993750E0,-5.072999954E0,6.770400047E0,1.182889938E1
3.313006250E0,-4.594199657E0,7.820399761E0,1.042490005E1
3.322985938E0,-3.760799885E0,8.491700172E0,8.401700020E0
3.332996875E0,-3.283900023E0,8.116399765E0,5.603499889E0
3.343007813E0,-3.201599836E0,7.158399582E0,2.816200018E0
3.352987500E0,-2.669299841E0,5.126899719E0,2.581999898E-1
3.362998438E0,-2.691299915E0,2.768999815E0,-1.378700018E0
3.373010938E0,-4.658599854E0,1.459299922E0,-2.847399950E0
3.382989063E0,-7.813799858E0,1.190199971E0,-5.187299728E0
3.393000000E0,-7.311100006E0,9.206999540E-1,-7.255300045E0
3.403012500E0,-4.544199944E0,8.439999819E-1,-8.044400215E0
3.412992188E0,-2.047199965E0,7.114999890E-1,-6.319999695E0
3.423003125E0,-3.240999877E-1,2.721000016E-1,-2.342599869E0
3.432982813E0,3.023000062E-1,-7.001999617E-1,2.797699928E0
3.442993750E0,-2.250999957E-1,-1.444999933E0,6.798699856E0
3.453004688E0,-3.118999898E-1,-2.572199821E0,8.284600258E0
3.462984375E0,-6.949999928E-2,-3.078599930E0,6.976099968E0
3.472995313E0,5.439999700E-2,-2.332099915E0,3.737799883E0
3.483006250E0,7.048999667E-1,-1.508599997E0,6.031000018E-1
3.492985938E0,1.304000020E0,-1.016999960E0,-2.056799889E0
3.502998438E0,1.253199935E0,-6.688999534E-1,-3.728099823E0
3.513009375E0,5.837000012E-1,8.460000157E-2,-4.449100018E0
3.522989063E0,-6.919999719E-1,7.981999516E-1,-5.463299751E0
3.533000000E0,-1.604900002E0,9.994999766E-1,-5.299999714E0
3.543010938E0,-1.910499930E0,1.001500010E0,-3.631799936E0
3.552992188E0,-1.899299979E0,7.181999683E-1,-1.622900009E0
3.563001563E0,-1.570699930E0,3.610999882E-1,3.619000018E-1
3.572981250E0,-9.966999888E-1,5.945000052E-1,2.004400015E0
3.582992188E0,-5.099999905E-2,1.134599924E0,3.349999905E0
3.593003125E0,8.553999662E-1,1.830099940E0,3.644500017E0
3.602984375E0,1.105199933E0,2.595399857E0,3.437199831E0
3.612993750E0,7.005999684E-1,3.086099863E0,2.988600016E0
3.623006250E0,-8.320999742E-1,3.643199921E0,9.358999729E-1
3.632985938E0,-2.595299959E0,4.311800003E0,-1.149199963E0
3.642996875E0,-3.754400015E0,4.798299789E0,-2.266299963E0
3.653007813E0,-4.058099747E0,4.853499889E0,-1.536199927E0
3.662987500E0,-3.250599861E0,4.556099892E0,1.475700021E0
3.673000000E0,-1.438799977E0,3.380599976E0,5.569200039E0
3.683009375E0,5.503000021E-1,1.552599907E0,8.389699936E0
3.692989063E0,2.674599886E0,6.169999763E-2,8.741999626E0
3.703001563E0,4.413399696E0,-6.980999708E-1,5.913499832E0
3.713012500E0,4.612400055E0,-8.966999650E-1,1.811800003E0
3.722992188E0,4.000400066E0,-1.245499969E0,-1.699899912E0
3.733003125E0,3.307399988E0,-1.901799917E0,-3.443799973E0
3.742982813E0,2.538599968E0,-2.564399958E0,-3.096499920E0
3.752993750E0,1.866099954E0,-3.418699980E0,-1.532899976E0
3.763004688E0,1.606099963E0,-4.115699768E0,1.171999946E-1
3.772984375E0,2.025699854E0,-4.882999897E0,1.385999918E0
3.782995313E0,2.582999945E0,-5.565399647E0,1.848699927E0
3.793007813E0,3.215999842E0,-5.662999630E0,1.745799899E0
3.802985938E0,3.626399994E0,-5.511399746E0,1.405499935E0
3.812998438E0,3.752399921E0,-5.203399658E0,7.547000051E-1
3.823009375E0,3.946599960E0,-4.848000050E0,-2.939999998E-1
3.832989063E0,4.213399887E0,-4.706799984E0,-1.476999998E0
3.843000000E0,3.868099928E0,-4.565499783E0,-2.732100010E0
3.853010938E0,3.174799919E0,-4.445199966E0,-3.793999910E0
3.862990625E0,2.353399992E0,-4.217499733E0,-4.271599770E0
3.873003125E0,1.530200005E0,-4.183300018E0,-4.611199856E0
3.882981250E0,5.575000048E-1,-3.936299801E0,-4.457499981E0
3.892992188E0,-6.419999897E-2,-2.842700005E0,-2.889400005E0
3.903003125E0,-2.035999894E-1,-1.396999955E0,-5.868999958E-1
