"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
4.643012500E0,9.308655739E0,1.513135433E1,3.014778709E1
4.647985938E0,1.344583702E1,1.536119843E1,3.137361908E1
4.652992188E0,1.716163826E1,1.505473995E1,3.110546875E1
4.657996875E0,2.003467941E1,1.440351772E1,2.857719231E1
4.663003125E0,2.156696892E1,1.409705925E1,2.447831726E1
4.668009375E0,2.175850487E1,1.417367363E1,1.980483627E1
4.672982813E0,2.087743950E1,1.444182491E1,1.520796967E1
4.677989063E0,1.953668594E1,1.436521053E1,1.183693314E1
4.682993750E0,1.773624611E1,1.394383049E1,9.768342972E0
4.688000000E0,1.566765594E1,1.333091545E1,9.308655739E0
4.693006250E0,1.336922264E1,1.260307789E1,9.883264542E0
4.698010938E0,1.130063248E1,1.179862595E1,1.110909557E1
4.702985938E0,9.270348549E0,1.103248119E1,1.225831223E1
4.707990625E0,7.086836815E0,1.041956615E1,1.287122822E1
4.712995313E0,5.094861031E0,9.844957352E0,1.256477070E1
4.718001563E0,3.179499865E0,9.232041359E0,1.145386124E1
4.723007813E0,1.532289028E0,8.695740700E0,9.768342972E0
4.727981250E0,0.000000000E0,7.967903137E0,7.546523571E0
4.732987500E0,0.000000000E0,7.967903137E0,5.094861031E0
4.737992188E0,-1.379060149E0,7.201758862E0,5.477933407E0
4.742998438E0,-2.298433542E0,6.090848923E0,3.754108191E0
4.748004688E0,-2.987963676E0,5.018246651E0,2.604891539E0
4.753010938E0,-3.294421434E0,3.983951569E0,1.800439715E0
4.757982813E0,-3.294421434E0,2.949656487E0,1.225831270E0
4.762990625E0,-2.758120298E0,1.991975784E0,1.034295082E0
4.767993750E0,-1.647210717E0,1.225831270E0,8.810662031E-1
4.773001563E0,-2.298433632E-1,4.979939461E-1,7.278373241E-1
4.778006250E0,1.340752959E0,-1.915361285E-1,7.661445141E-1
4.783010938E0,3.102885485E0,-7.278373241E-1,8.044517636E-1
4.787985938E0,5.056553841E0,-9.576807022E-1,8.044517636E-1
4.792990625E0,6.358999729E0,-9.576807022E-1,7.278373241E-1
4.797996875E0,6.703764915E0,-5.746083856E-1,2.298433632E-1
4.803001563E0,6.473921299E0,-2.298433632E-1,-4.213795066E-1
4.808007813E0,5.746084213E0,-3.830722719E-2,-1.340752959E0
4.812982813E0,4.826710701E0,1.149216816E-1,-2.068590164E0
4.817987500E0,3.792415380E0,3.447650373E-1,-2.643198729E0
4.822993750E0,2.528276920E0,6.512228847E-1,-2.873042107E0
4.827998438E0,1.455674648E0,9.576807022E-1,-2.604891539E0
4.833004688E0,4.979939461E-1,1.072602391E0,-2.221819162E0
4.838009375E0,-3.447650373E-1,1.302445769E0,-1.877054095E0
4.842984375E0,-1.340752959E0,1.532289028E0,-1.608903527E0
4.847989063E0,-2.298433542E0,1.685518026E0,-1.340752959E0
4.852995313E0,-2.949656487E0,1.608903527E0,-1.340752959E0
4.858001563E0,-3.485957623E0,1.800439715E0,-1.225831270E0
4.863006250E0,-3.945644379E0,1.877054095E0,-1.110909581E0
4.868012500E0,-4.520252705E0,2.183511972E0,-8.810662031E-1
4.872987500E0,-5.248090267E0,2.643198729E0,-5.746083856E-1
4.877992188E0,-5.822698593E0,3.026270866E0,-3.830722570E-1
4.882996875E0,-6.397306919E0,3.447650433E0,-3.830722570E-1
4.888003125E0,-6.550535679E0,3.983951569E0,-3.830722570E-1
4.893009375E0,-6.550535679E0,4.481945515E0,-4.213795066E-1
4.897982813E0,-6.244078159E0,4.903325081E0,-4.213795066E-1
4.902987500E0,-5.784391403E0,5.324704647E0,-1.915361285E-1
4.907993750E0,-5.286397457E0,5.592854977E0,1.915361285E-1
4.913000000E0,-4.903325081E0,5.822698593E0,9.193734527E-1
4.918004688E0,-4.520252705E0,5.975927353E0,1.915361404E0
4.923010938E0,-4.328716755E0,6.397306919E0,3.026270866E0
4.927985938E0,-4.137180328E0,6.588842869E0,4.098873138E0
4.932990625E0,-4.443638325E0,6.933608055E0,5.133168221E0
4.937995313E0,-4.865017891E0,7.316680431E0,5.861005783E0
4.943001563E0,-5.477933407E0,7.661445618E0,6.320692539E0
4.948007813E0,-5.975927353E0,7.852981567E0,6.588842869E0
4.952981250E0,-6.358999729E0,7.891288757E0,7.048529625E0
4.957987500E0,-6.550535679E0,8.044517517E0,8.006210327E0
4.962992188E0,-6.627150536E0,8.121131897E0,9.346963882E0
4.967998438E0,-6.435614109E0,8.044517517E0,1.122401714E1
4.973003125E0,-5.975927353E0,8.044517517E0,1.313937855E1
4.978009375E0,-5.669469833E0,8.197746277E0,1.532289124E1
4.982982813E0,-5.363011837E0,8.580819130E0,1.750640297E1
4.987989063E0,-5.324704647E0,9.232041359E0,1.911530685E1
4.992995313E0,-5.899312973E0,9.959878922E0,1.965160751E1
4.998000000E0,-6.971915245E0,1.099417400E1,1.995806503E1
5.003006250E0,-8.542511940E0,1.187524033E1,2.026452255E1
5.008010938E0,-1.068771648E1,1.279461384E1,2.103066826E1
5.012984375E0,-1.329260826E1,1.348414421E1,2.225649834E1
5.017990625E0,-1.601242065E1,1.413536644E1,2.363555908E1
5.022995313E0,-1.788947487E1,1.451843929E1,2.505292702E1
5.028003125E0,-1.873223495E1,1.428859615E1,2.608722115E1
5.033009375E0,-1.788947487E1,1.367568016E1,2.658521652E1
5.037981250E0,-1.520796967E1,1.267969227E1,2.627875710E1
5.042987500E0,-1.126232433E1,1.153047562E1,2.486139107E1
5.047993750E0,-6.473921299E0,1.049618053E1,2.248634148E1
5.052998438E0,-1.608903527E0,9.653421402E0,1.972822189E1
5.058003125E0,2.681505919E0,8.772355080E0,1.647210693E1
5.063009375E0,5.707777023E0,8.121131897E0,1.306276417E1
5.067982813E0,7.125144482E0,7.469909191E0,9.500192642E0
5.072989063E0,6.933608055E0,6.780379295E0,6.512228489E0
5.077995313E0,5.937620163E0,6.090848923E0,4.290409565E0
5.083001563E0,4.328716755E0,5.209783077E0,3.332728863E0
5.088006250E0,2.260126352E0,4.252102375E0,3.447650433E0
5.093010938E0,7.661445439E-2,3.294421434E0,4.558559895E0
5.097985938E0,-1.723825216E0,2.451662540E0,6.320692539E0
5.102992188E0,-3.026270866E0,1.455674648E0,8.312667847E0
5.107996875E0,-3.409343243E0,8.427590132E-1,1.034295177E1
5.113003125E0,-3.409343243E0,8.427590132E-1,1.034295177E1
5.118007813E0,-2.566584110E0,7.661445439E-2,1.218169785E1
5.122982813E0,-9.576807022E-1,-6.129156351E-1,1.363737297E1
5.127987500E0,1.264138460E0,-1.149216771E0,1.486320400E1
5.132993750E0,3.639186621E0,-1.608903527E0,1.559104156E1
5.137998438E0,6.244078159E0,-2.183511972E0,1.562934875E1
5.143004688E0,8.772355080E0,-2.719813108E0,1.536119843E1
5.148010938E0,1.084094524E1,-3.256114244E0,1.482489681E1
5.152984375E0,1.260307789E1,-3.600879431E0,1.398213768E1
5.157990625E0,1.382890892E1,-3.945644379E0,1.256477070E1
5.162995313E0,1.478658962E1,-4.252102375E0,1.091755962E1
5.168001563E0,1.551442719E1,-4.711789131E0,9.078812599E0
5.173006250E0,1.585919189E1,-5.171475887E0,7.393294811E0
5.178012500E0,1.566765594E1,-5.516240597E0,6.090848923E0
5.182985938E0,1.539950562E1,-5.746084213E0,4.979939461E0
5.187990625E0,1.486320400E1,-5.899312973E0,4.060565948E0
5.192996875E0,1.432690334E1,-6.090848923E0,3.600879431E0
5.198003125E0,1.386721611E1,-6.205770969E0,3.217807055E0
5.203009375E0,1.340752983E1,-6.129156113E0,2.758120298E0
5.207982813E0,1.325430107E1,-6.052541733E0,2.260126352E0
5.212987500E0,1.287122822E1,-5.975927353E0,1.647210717E0
5.217993750E0,1.264138508E1,-5.592854977E0,1.110909581E0
5.223000000E0,1.252646351E1,-5.248090267E0,6.129156351E-1
5.228004688E0,1.267969227E1,-4.865017891E0,1.915361285E-1
5.233010938E0,1.306276417E1,-4.635174274E0,-4.979939461E-1
5.237984375E0,1.329260826E1,-4.635174274E0,-1.187524080E0
5.242990625E0,1.310107136E1,-4.558559895E0,-1.570596337E0
5.247995313E0,1.302445698E1,-4.596867085E0,-1.264138460E0
5.253001563E0,1.348414421E1,-4.941632271E0,-6.129156351E-1
5.258007813E0,1.409705925E1,-4.865017891E0,5.363011956E-1
5.262981250E0,1.256477070E1,-4.213795185E0,3.447650433E0
5.267987500E0,1.256477070E1,-4.213795185E0,3.447650433E0
5.272993750E0,1.034295177E1,-3.792415380E0,4.903325081E0
5.277998438E0,8.044517517E0,-3.485957623E0,6.282385349E0
5.283006250E0,5.592854977E0,-2.566584110E0,7.852981567E0
5.288009375E0,3.524264812E0,-1.379060149E0,9.193734169E0
5.292982813E0,1.800439715E0,7.661445439E-2,1.030464458E1
5.297989063E0,6.512228847E-1,1.417367458E0,1.095586681E1
5.302993750E0,3.830722719E-2,2.796427488E0,1.176031876E1
5.308000000E0,-3.064578176E-1,4.481945515E0,1.298614979E1
5.313006250E0,-6.129156351E-1,5.975927353E0,1.493981838E1
5.318010938E0,-6.895300746E-1,7.125144482E0,1.708502388E1
5.322985938E0,-5.363011956E-1,7.776367188E0,1.923022842E1
5.327990625E0,3.830722719E-2,8.197746277E0,2.129881859E1
5.332996875E0,9.193734527E-1,8.619126320E0,2.348233032E1
5.338001563E0,1.953668594E0,8.887276649E0,2.581907082E1
5.343009375E0,2.949656487E0,9.232041359E0,2.838565445E1
5.347982813E0,3.639186621E0,9.576807022E0,3.095223999E1
5.352987500E0,4.367023945E0,9.615114212E0,3.325067139E1
5.357993750E0,5.248090267E0,9.346963882E0,3.505111313E1
5.362998438E0,5.975927353E0,9.117119789E0,3.631525040E1
5.368004688E0,6.090848923E0,9.117119789E0,3.677493668E1
5.373009375E0,5.516240597E0,9.078812599E0,3.581725693E1
5.377984375E0,4.558559895E0,8.963891029E0,3.328897858E1
5.382989063E0,3.294421434E0,8.734047890E0,2.995625114E1
5.387995313E0,1.685518026E0,8.848969460E0,2.643198586E1
5.393000000E0,-2.298433632E-1,9.078812599E0,2.302264404E1
5.398006250E0,-2.260126352E0,9.385271072E0,2.003467941E1
5.403012500E0,-4.290409565E0,9.461885452E0,1.704671669E1
5.407985938E0,-5.937620163E0,9.461885452E0,1.425028896E1
5.412992188E0,-6.895300865E0,9.193734169E0,1.176031876E1
5.417996875E0,-7.086836815E0,8.963891029E0,9.193734169E0
5.423003125E0,-6.627150536E0,8.772355080E0,6.780379295E0
5.428007813E0,-5.286397457E0,8.734047890E0,4.673481941E0
5.432982813E0,-3.677493811E0,8.887276649E0,2.643198729E0
5.437987500E0,-2.221819162E0,8.963891029E0,7.278373241E-1
5.442992188E0,-1.034295082E0,8.925583839E0,-1.225831270E0
5.447998438E0,-2.681505978E-1,8.734047890E0,-3.064578056E0
5.453004688E0,4.596867263E-1,8.427590370E0,-4.673481941E0
5.458010938E0,9.193734527E-1,7.891288757E0,-5.669469833E0
5.462984375E0,1.187524080E0,7.240066051E0,-5.822698593E0
5.467990625E0,1.225831270E0,6.473921299E0,-5.401319027E0
5.472996875E0,1.149216771E0,5.822698593E0,-4.443638325E0
5.478001563E0,5.363011956E-1,5.171475887E0,-3.026270866E0
5.483006250E0,8.044517636E-1,5.171475887E0,-3.026270866E0
5.488012500E0,4.213795066E-1,4.481945515E0,-1.187524080E0
5.492985938E0,1.532289088E-1,3.754108191E0,-2.681505978E-1
5.497992188E0,-2.298433632E-1,3.141192675E0,-7.661445439E-2
5.502996875E0,-4.979939461E-1,2.604891539E0,1.149216816E-1
5.508003125E0,-6.129156351E-1,2.183511972E0,1.532289088E-1
5.513009375E0,-7.661445141E-1,1.953668594E0,-7.661445439E-2
5.517982813E0,-8.810662031E-1,1.953668594E0,-3.830722570E-1
5.522989063E0,-9.576807022E-1,1.915361404E0,-8.044517636E-1
5.527993750E0,-1.187524080E0,1.915361404E0,-1.225831270E0
5.533000000E0,-1.608903527E0,2.030282974E0,-1.685518026E0
5.538006250E0,-2.183511972E0,2.145204782E0,-2.298433542E0
5.543010938E0,-2.719813108E0,2.336740971E0,-2.796427488E0
5.547984375E0,-3.294421434E0,2.375048161E0,-3.102885485E0
5.552990625E0,-3.945644379E0,2.451662540E0,-3.256114244E0
5.557995313E0,-4.711789131E0,2.489969730E0,-3.217807055E0
5.563001563E0,-5.286397457E0,2.451662540E0,-2.949656487E0
5.568007813E0,-5.822698593E0,2.451662540E0,-2.758120298E0
5.572981250E0,-6.512228489E0,2.183511972E0,-2.489969730E0
5.577985938E0,-6.933608055E0,1.953668594E0,-2.336740971E0
5.582992188E0,-7.125144482E0,2.030282974E0,-1.762132406E0
5.587998438E0,-7.086836815E0,2.106897593E0,-1.264138460E0
5.593004688E0,-6.627150536E0,2.221819162E0,-8.810662031E-1
5.598009375E0,-5.861005783E0,2.298433542E0,-3.830722570E-1
5.602984375E0,-5.056553841E0,2.489969730E0,3.830722719E-2
5.607989063E0,-4.635174274E0,2.911349297E0,2.681505978E-1
5.612995313E0,-4.137180328E0,3.064578056E0,3.064578176E-1
5.618000000E0,-3.447650433E0,2.987963676E0,3.064578176E-1
5.623006250E0,-3.294421434E0,2.911349297E0,1.915361285E-1
5.628010938E0,-3.485957623E0,2.987963676E0,3.447650373E-1
5.632985938E0,-3.830722809E0,3.102885485E0,8.810662031E-1
5.637990625E0,-4.175487995E0,3.179499865E0,1.762132406E0
5.642995313E0,-4.520252705E0,3.294421434E0,2.719813108E0
5.648003125E0,-4.788403511E0,3.409343243E0,3.562572241E0
5.653007813E0,-4.903325081E0,3.562572241E0,4.367023945E0
5.657982813E0,-5.094861031E0,3.754108191E0,5.477933407E0
5.662987500E0,-5.477933407E0,4.252102375E0,6.742072105E0
5.667992188E0,-5.899312973E0,4.903325081E0,8.082824707E0
5.672998438E0,-6.473921299E0,5.516240597E0,9.385271072E0
5.678004688E0,-6.895300865E0,6.129156113E0,1.087925243E1
5.683009375E0,-7.354987621E0,6.512228489E0,1.241154194E1
5.687984375E0,-7.776367188E0,7.010222435E0,1.402044487E1
5.692989063E0,-8.389283180E0,7.354987621E0,1.582088470E1
5.697995313E0,-9.078812599E0,7.929595947E0,1.727655983E1
5.703000000E0,-1.015141487E1,8.274360657E0,1.861731148E1
5.708006250E0,-1.122401714E1,8.734047890E0,2.011129379E1
5.713012500E0,-1.233492756E1,9.308655739E0,2.141374016E1
5.717985938E0,-1.352245140E1,9.730035782E0,2.237141991E1
5.722992188E0,-1.425028896E1,1.030464458E1,2.279280090E1
5.727996875E0,-1.463336086E1,1.091755962E1,2.271618652E1
5.733003125E0,-1.463336086E1,1.153047562E1,2.221819115E1
5.738007813E0,-1.417367363E1,1.202846909E1,2.122220421E1
5.742982813E0,-1.329260826E1,1.244984913E1,1.995806503E1
5.747987500E0,-1.210508347E1,1.279461384E1,1.808101082E1
5.752993750E0,-1.076433086E1,1.287122822E1,1.597411346E1
5.758000000E0,-9.117119789E0,1.267969227E1,1.344583702E1
5.763004688E0,-7.201758862E0,1.229662037E1,1.099417400E1
5.768010938E0,-4.941632271E0,1.160709000E1,8.580819130E0
5.772984375E0,-2.604891539E0,1.091755962E1,6.397306919E0
5.777989063E0,-4.596867263E-1,1.022802925E1,4.750096321E0
5.782995313E0,1.455674648E0,9.270348549E0,3.524264812E0
5.788001563E0,3.026270866E0,8.274360657E0,2.796427488E0
5.793007813E0,4.175487995E0,7.125144482E0,2.413355350E0
5.798012500E0,4.903325081E0,5.784391403E0,2.489969730E0
5.802985938E0,5.363011837E0,4.328716755E0,3.102885485E0
5.807992188E0,5.631162167E0,3.064578056E0,3.792415380E0
5.812996875E0,5.937620163E0,1.762132406E0,4.711789131E0
5.818003125E0,6.167463779E0,4.979939461E-1,5.631162167E0
5.823009375E0,6.205770969E0,-6.129156351E-1,6.550535679E0
5.827982813E0,6.397306919E0,-1.455674648E0,7.508216381E0
5.832989063E0,6.550535679E0,-2.221819162E0,8.389283180E0
5.837993750E0,6.895300865E0,-3.102885485E0,9.308655739E0
5.843000000E0,7.354987621E0,-3.792415380E0,1.003649330E1
5.848006250E0,8.044517517E0,-4.213795185E0,1.084094524E1
5.853010938E0,8.925583839E0,-4.520252705E0,1.153047562E1
5.857985938E0,8.925583839E0,-4.520252705E0,1.214339066E1
5.862990625E0,9.883264542E0,-4.443638325E0,1.225831223E1
5.867995313E0,1.107078838E1,-4.213795185E0,1.260307789E1
5.873001563E0,1.195185471E1,-3.830722809E0,1.271799946E1
5.878007813E0,1.275630665E1,-3.447650433E0,1.237323475E1
5.882981250E0,1.333091545E1,-3.141192675E0,1.199016190E1
5.887987500E0,1.340752983E1,-3.026270866E0,1.176031876E1
5.892992188E0,1.306276417E1,-2.873042107E0,1.172201157E1
5.897998438E0,1.252646351E1,-2.528276920E0,1.222000504E1
5.903003125E0,1.176031876E1,-2.106897593E0,1.313937855E1
5.908009375E0,1.084094524E1,-1.570596337E0,1.459505367E1
5.912984375E0,9.998186111E0,-1.110909581E0,1.643379974E1
5.917989063E0,9.423578262E0,-5.363011956E-1,1.834916115E1
5.922993750E0,9.117119789E0,-1.149216816E-1,2.022621536E1
5.928000000E0,8.772355080E0,1.149216816E-1,2.195004082E1
5.933006250E0,8.580819130E0,3.447650373E-1,2.329079437E1
5.938010938E0,8.350975990E0,4.213795066E-1,2.409524536E1
5.942985938E0,8.082824707E0,6.895300746E-1,2.409524536E1
5.947990625E0,7.738059998E0,1.072602391E0,2.363555908E1
5.952996875E0,7.201758862E0,1.570596337E0,2.267787933E1
5.958003125E0,6.588842869E0,2.566584110E0,2.141374016E1
5.963007813E0,5.822698593E0,3.600879431E0,1.957499313E1
5.967982813E0,4.711789131E0,4.635174274E0,1.689348793E1
5.972987500E0,3.026270866E0,5.822698593E0,1.352245140E1
5.977993750E0,9.193734527E-1,7.431602001E0,1.007480049E1
5.982998438E0,-1.647210717E0,9.078812599E0,7.010222435E0
5.988004688E0,-4.252102375E0,1.080263805E1,4.405331135E0
5.993009375E0,-6.703764915E0,1.241154194E1,2.604891539E0
5.997984375E0,-8.657433510E0,1.363737297E1,1.877054095E0
6.002989063E0,-1.022802925E1,1.474828243E1,2.145204782E0
6.007995313E0,-1.122401714E1,1.493981838E1,3.026270866E0
6.013001563E0,-1.137724686E1,1.421198082E1,4.290409565E0
6.018006250E0,-1.103248119E1,1.294784260E1,5.592854977E0
6.023012500E0,-1.038125896E1,1.149216843E1,6.818686485E0
6.027985938E0,-9.500192642E0,1.022802925E1,7.852981567E0
6.032992188E0,-8.580819130E0,9.270348549E0,8.197746277E0
6.037996875E0,-7.738059998E0,8.427590370E0,8.236053467E0
6.043003125E0,-6.512228489E0,7.508216381E0,8.121131897E0
6.048007813E0,-5.018246651E0,6.742072105E0,7.699752808E0
6.052982813E0,-3.371036053E0,6.129156113E0,7.048529625E0
6.057987500E0,-1.838746905E0,5.784391403E0,6.282385349E0
6.062993750E0,-5.746083856E-1,5.746084213E0,4.903325081E0
6.068000000E0,2.298433632E-1,5.669469833E0,3.485957623E0
6.073006250E0,6.512228847E-1,5.861005783E0,2.221819162E0
6.078010938E0,8.044517636E-1,6.052541733E0,1.110909581E0
6.082984375E0,6.129156351E-1,6.282385349E0,3.830722570E-1
6.087989063E0,1.532289088E-1,6.473921299E0,-1.149216816E-1
6.092995313E0,-3.064578176E-1,6.473921299E0,-4.213795066E-1
6.098001563E0,-8.044517636E-1,6.397306919E0,-3.830722570E-1
6.103006250E0,-1.264138460E0,6.397306919E0,-1.915361285E-1
6.108012500E0,-1.723825216E0,6.167463779E0,3.830722719E-2
6.112985938E0,-2.106897593E0,5.899312973E0,2.298433632E-1
6.117992188E0,-2.336740971E0,5.516240597E0,3.447650373E-1
6.122998438E0,-2.643198729E0,5.018246651E0,3.830722570E-1
6.128003125E0,-2.796427488E0,4.673481941E0,6.895300746E-1
6.133009375E0,-2.758120298E0,4.405331135E0,1.072602391E0
6.137982813E0,-2.719813108E0,4.137180328E0,1.532289028E0
6.142989063E0,-2.719813108E0,4.060565948E0,1.762132406E0
6.147993750E0,-2.604891539E0,3.869029999E0,2.068590164E0
6.153000000E0,-2.604891539E0,3.792415380E0,2.336740971E0
6.158004688E0,-2.528276920E0,3.830722809E0,2.375048161E0
6.163010938E0,-2.221819162E0,3.830722809E0,2.413355350E0
6.167985938E0,-1.877054095E0,3.715801001E0,2.489969730E0
6.172990625E0,-1.417367458E0,3.792415380E0,2.604891539E0
6.177996875E0,-9.959878922E-1,3.830722809E0,2.758120298E0
6.183001563E0,-6.895300746E-1,3.715801001E0,2.834734917E0
6.188007813E0,-3.064578176E-1,3.677493811E0,2.834734917E0
6.192982813E0,-1.915361285E-1,3.639186621E0,2.949656487E0
6.197987500E0,-3.064578176E-1,3.639186621E0,2.987963676E0
6.202992188E0,-6.129156351E-1,3.677493811E0,3.141192675E0
6.207998438E0,-9.959878922E-1,3.600879431E0,3.524264812E0
6.213004688E0,-1.417367458E0,3.600879431E0,4.022258759E0
6.218009375E0,-1.991975784E0,3.524264812E0,4.673481941E0
6.222984375E0,-2.681505919E0,3.332728863E0,5.516240597E0
6.227989063E0,-3.409343243E0,3.179499865E0,6.473921299E0
6.232993750E0,-3.409343243E0,3.792415380E0,7.354987621E0
6.238001563E0,-4.290409565E0,3.409343243E0,7.354987621E0
6.243006250E0,-5.171475887E0,3.677493811E0,8.044517517E0
6.248012500E0,-5.899312973E0,4.022258759E0,8.542511940E0
6.252985938E0,-6.473921299E0,4.443638325E0,8.580819130E0
6.257990625E0,-6.818686485E0,4.979939461E0,8.465897560E0
6.262996875E0,-7.316680431E0,5.631162167E0,8.657433510E0
6.268003125E0,-7.316680431E0,5.631162167E0,8.657433510E0
6.273009375E0,-7.738059998E0,5.707777023E0,9.844957352E0
6.277982813E0,-8.465897560E0,5.861005783E0,1.195185471E1
6.282987500E0,-9.423578262E0,6.129156113E0,1.463336086E1
6.287993750E0,-1.034295177E1,6.244078159E0,1.716163826E1
6.293000000E0,-1.122401714E1,6.167463779E0,1.938345718E1
6.298004688E0,-1.195185471E1,6.014234543E0,2.106897545E1
6.303010938E0,-1.260307789E1,6.167463779E0,2.195004082E1
6.307984375E0,-1.264138508E1,6.473921299E0,2.137543297E1
6.312990625E0,-1.183693314E1,6.780379295E0,1.961330032E1
6.317993750E0,-1.034295177E1,7.278373241E0,1.693179512E1
6.323001563E0,-8.350975990E0,7.814674377E0,1.413536644E1
6.328006250E0,-6.129156113E0,8.580819130E0,1.183693314E1
6.333012500E0,-4.098873138E0,9.346963882E0,1.064940929E1
6.337985938E0,-2.375048161E0,9.998186111E0,1.061110210E1
6.342992188E0,-1.072602391E0,1.053448772E1,1.137724686E1
6.347996875E0,-3.447650373E-1,1.084094524E1,1.256477070E1
6.353003125E0,3.830722719E-2,1.099417400E1,1.340752983E1
6.358009375E0,3.830722570E-1,1.122401714E1,1.363737297E1
6.362982813E0,4.213795066E-1,1.126232433E1,1.310107136E1
6.367989063E0,5.746083856E-1,1.118570995E1,1.183693314E1
6.372993750E0,9.576807022E-1,1.091755962E1,1.007480049E1
6.378000000E0,1.532289028E0,1.057279491E1,8.274360657E0
6.383004688E0,2.106897593E0,1.022802925E1,6.473921299E0
6.388010938E0,2.604891539E0,9.883264542E0,5.094861031E0
6.392984375E0,2.987963676E0,9.385271072E0,3.869029999E0
6.397990625E0,3.332728863E0,8.657433510E0,3.179499865E0
6.402995313E0,3.600879431E0,7.776367188E0,2.643198729E0
6.408003125E0,4.022258759E0,6.856993675E0,1.953668594E0
6.413007813E0,4.367023945E0,5.784391403E0,1.264138460E0
6.417981250E0,4.405331135E0,4.903325081E0,7.278373241E-1
6.422987500E0,4.328716755E0,4.060565948E0,4.596867263E-1
6.427992188E0,3.945644379E0,3.447650433E0,4.979939461E-1
6.432998438E0,3.485957623E0,3.026270866E0,4.979939461E-1
6.438003125E0,2.796427488E0,2.604891539E0,4.596867263E-1
6.443009375E0,2.260126352E0,2.221819162E0,4.213795066E-1
6.447982813E0,1.723825216E0,1.723825216E0,7.661445439E-2
6.452989063E0,1.072602391E0,1.264138460E0,-3.447650373E-1
6.457993750E0,6.512228847E-1,9.193734527E-1,-5.746083856E-1
6.463000000E0,3.830722570E-1,6.129156351E-1,-1.915361285E-1
6.468006250E0,3.064578176E-1,3.064578176E-1,6.512228847E-1
6.473010938E0,6.129156351E-1,7.661445439E-2,2.106897593E0
6.477984375E0,1.264138460E0,-3.064578176E-1,3.754108191E0
6.482990625E0,2.413355350E0,-8.427590132E-1,5.324704647E0
6.487996875E0,3.754108191E0,-1.570596337E0,7.086836815E0
6.493001563E0,5.018246651E0,-2.489969730E0,8.350975990E0
6.498007813E0,6.473921299E0,-3.294421434E0,9.423578262E0
6.502981250E0,8.044517517E0,-3.945644379E0,9.883264542E0
6.507987500E0,9.385271072E0,-4.481945515E0,9.921571732E0
6.512992188E0,1.080263805E1,-5.018246651E0,9.500192642E0
6.517998438E0,1.222000504E1,-5.286397457E0,8.887276649E0
6.523004688E0,1.340752983E1,-5.439626217E0,8.159439087E0
6.528009375E0,1.402044487E1,-5.439626217E0,7.354987621E0
6.532984375E0,1.425028896E1,-5.363011837E0,6.895300865E0
6.537989063E0,1.413536644E1,-5.248090267E0,6.780379295E0
6.542995313E0,1.367568016E1,-5.133168221E0,7.048529625E0
6.548000000E0,1.283292103E1,-5.056553841E0,7.738059998E0
6.553007813E0,1.179862595E1,-4.788403511E0,8.810662270E0
6.558012500E0,1.068771648E1,-4.405331135E0,1.015141487E1
6.562985938E0,9.730035782E0,-3.869029999E0,1.176031876E1
6.567992188E0,8.734047890E0,-3.409343243E0,1.359906578E1
6.572996875E0,7.929595947E0,-2.681505919E0,1.547612000E1
6.578003125E0,7.469909191E0,-1.877054095E0,1.739148140E1
6.583007813E0,7.431602001E0,-9.576807022E-1,1.892377090E1
6.587982813E0,7.929595947E0,1.915361285E-1,2.034113693E1
6.592987500E0,8.963891029E0,1.493981838E0,2.156696892E1
6.597993750E0,1.034295177E1,2.758120298E0,2.317587280E1
6.603000000E0,1.187524033E1,4.098873138E0,2.547430611E1
6.608004688E0,1.302445698E1,5.133168221E0,2.896026421E1
6.613009375E0,1.363737297E1,6.244078159E0,3.355713272E1
6.617984375E0,1.363737297E1,6.244078159E0,3.355713272E1
6.622990625E0,1.363737297E1,7.623138428E0,3.815399933E1
6.627995313E0,1.336922264E1,9.193734169E0,4.156334305E1
6.633001563E0,1.310107136E1,1.080263805E1,4.324885941E1
6.638006250E0,1.279461384E1,1.229662037E1,4.278917313E1
6.643012500E0,1.290953541E1,1.386721611E1,4.010766602E1
6.647985938E0,1.359906578E1,1.516966152E1,3.474465561E1
6.652992188E0,1.470997524E1,1.643379974E1,2.735136032E1
6.657996875E0,1.582088470E1,1.754471016E1,1.968991470E1
6.663003125E0,1.654872131E1,1.861731148E1,1.306276417E1
6.668009375E0,1.628057098E1,1.923022842E1,8.657433510E0
6.672984375E0,1.459505367E1,1.938345718E1,7.393294811E0
6.677989063E0,1.168370438E1,1.903869247E1,8.274360657E0
6.682993750E0,7.469909191E0,1.831085396E1,9.844957352E0
6.688000000E0,2.643198729E0,1.731486702E1,1.153047562E1
6.693004688E0,-2.145204782E0,1.631887817E1,1.287122822E1
6.698010938E0,-6.205770969E0,1.539950562E1,1.405875206E1
6.702984375E0,-9.385271072E0,1.448013210E1,1.532289124E1
6.707990625E0,-1.168370438E1,1.340752983E1,1.616564941E1
6.712995313E0,-1.302445698E1,1.183693314E1,1.628057098E1
6.718001563E0,-1.363737297E1,1.018972206E1,1.547612000E1
6.723007813E0,-1.359906578E1,8.159439087E0,1.409705925E1
6.727981250E0,-1.294784260E1,6.435614109E0,1.214339066E1
6.732985938E0,-1.206677628E1,5.171475887E0,9.959878922E0
6.737992188E0,-1.103248119E1,4.443638325E0,7.278373241E0
