"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.465298906E1,-2.681505978E-1,6.856993675E0,1.179862595E1
2.465799375E1,3.064578176E-1,6.129156113E0,1.156878281E1
2.466300000E1,8.044517636E-1,5.439626217E0,1.122401714E1
2.466800625E1,1.149216771E0,4.865017891E0,1.087925243E1
2.467301250E1,1.340752959E0,4.290409565E0,1.041956615E1
2.467798594E1,1.493981838E0,3.945644379E0,9.883264542E0
2.468299063E1,1.455674648E0,3.600879431E0,9.346963882E0
2.468799688E1,1.302445769E0,3.294421434E0,8.810662270E0
2.469300156E1,9.193734527E-1,3.026270866E0,8.427590370E0
2.469800781E1,6.129156351E-1,2.681505919E0,7.929595947E0
2.470298125E1,2.681505978E-1,2.221819162E0,7.546523571E0
2.470798750E1,-7.661445439E-2,1.455674648E0,7.125144482E0
2.471299219E1,-5.746083856E-1,9.193734527E-1,6.703764915E0
2.471799844E1,-1.034295082E0,3.830722570E-1,6.473921299E0
2.472300469E1,-1.493981838E0,-1.532289088E-1,6.129156113E0
2.472801094E1,-1.991975784E0,-5.746083856E-1,5.899312973E0
2.473298438E1,-2.489969730E0,-9.193734527E-1,5.669469833E0
2.473798906E1,-2.911349297E0,-1.034295082E0,5.324704647E0
2.474299531E1,-3.332728863E0,-1.110909581E0,5.094861031E0
2.474800000E1,-3.639186621E0,-1.302445769E0,4.788403511E0
2.475300625E1,-3.792415380E0,-1.302445769E0,4.443638325E0
2.475801250E1,-4.098873138E0,-1.302445769E0,4.213795185E0
2.476298594E1,-4.098873138E0,-1.340752959E0,4.213795185E0
2.476799219E1,-4.213795185E0,-1.455674648E0,4.290409565E0
2.477299688E1,-4.213795185E0,-1.417367458E0,4.367023945E0
2.477800312E1,-4.405331135E0,-1.417367458E0,4.367023945E0
2.478300781E1,-4.443638325E0,-1.455674648E0,4.443638325E0
2.478798281E1,-4.290409565E0,-1.493981838E0,4.137180328E0
2.479298906E1,-4.137180328E0,-1.493981838E0,3.830722809E0
2.479799375E1,-3.945644379E0,-1.417367458E0,3.524264812E0
2.480300000E1,-3.792415380E0,-1.417367458E0,3.102885485E0
2.480800469E1,-3.639186621E0,-1.340752959E0,2.719813108E0
2.481301094E1,-3.409343243E0,-1.264138460E0,2.260126352E0
2.481798438E1,-3.179499865E0,-1.225831270E0,1.838746905E0
2.482299063E1,-3.026270866E0,-1.149216771E0,1.532289028E0
2.482799531E1,-2.796427488E0,-1.187524080E0,1.455674648E0
2.483300156E1,-2.566584110E0,-1.110909581E0,1.570596337E0
2.483800781E1,-2.413355350E0,-8.427590132E-1,1.991975784E0
2.484301250E1,-2.566584110E0,-4.213795066E-1,2.949656487E0
2.484798594E1,-2.604891539E0,0.000000000E0,4.367023945E0
2.485299219E1,-2.796427488E0,1.915361285E-1,6.167463779E0
2.485799688E1,-2.873042107E0,5.746083856E-1,8.619126320E0
2.486300313E1,-2.911349297E0,8.427590132E-1,1.122401714E1
2.486800938E1,-3.217807055E0,9.193734527E-1,1.382890892E1
2.487298281E1,-3.256114244E0,8.044517636E-1,1.593580627E1
2.487798906E1,-2.911349297E0,5.746083856E-1,1.762132454E1
2.488299375E1,-2.183511972E0,7.661445141E-1,1.846408272E1
2.488800000E1,-1.379060149E0,1.417367458E0,1.854069710E1
2.489300469E1,-6.129156351E-1,2.336740971E0,1.781286049E1
2.489801094E1,3.447650373E-1,3.409343243E0,1.666364288E1
2.490298438E1,1.417367458E0,4.788403511E0,1.566765594E1
2.490799062E1,2.528276920E0,6.090848923E0,1.470997524E1
2.491299688E1,3.639186621E0,7.354987621E0,1.425028896E1
2.491800156E1,4.520252705E0,8.427590370E0,1.417367363E1
2.492300781E1,4.903325081E0,9.308655739E0,1.409705925E1
2.492798125E1,5.056553841E0,1.030464458E1,1.375229454E1
2.493298750E1,5.056553841E0,1.122401714E1,1.348414421E1
2.493799219E1,4.750096321E0,1.241154194E1,1.417367363E1
2.494299844E1,3.754108191E0,1.352245140E1,1.624226379E1
2.494800469E1,2.413355350E0,1.432690334E1,1.972822189E1
2.495300938E1,8.810662031E-1,1.444182491E1,2.386540222E1
2.495798281E1,-5.363011956E-1,1.379060173E1,2.723643875E1
2.496298906E1,-1.532289028E0,1.237323475E1,2.926672173E1
2.496799531E1,-1.953668594E0,1.057279491E1,3.014778709E1
2.497300000E1,-1.723825216E0,8.848969460E0,2.999455833E1
2.497800625E1,-1.072602391E0,7.240066051E0,2.861549950E1
2.498301094E1,-4.979939461E-1,6.129156113E0,2.620214272E1
2.498798594E1,-7.661445439E-2,5.554547787E0,2.309925842E1
2.499299062E1,7.661445439E-2,5.324704647E0,1.961330032E1
2.499799688E1,1.915361285E-1,5.477933407E0,1.578257751E1
2.500300156E1,1.149216816E-1,5.899312973E0,1.183693314E1
2.500800781E1,0.000000000E0,6.435614109E0,8.044517517E0
2.501298281E1,-3.830722570E-1,7.048529625E0,4.405331135E0
2.501798750E1,-7.661445141E-1,7.699752808E0,1.264138460E0
2.502299219E1,-9.959878922E-1,8.312667847E0,-1.225831270E0
2.502800000E1,-1.264138460E0,8.810662270E0,-3.179499865E0
2.503300469E1,-1.647210717E0,9.308655739E0,-4.290409565E0
2.503800938E1,-1.800439715E0,9.423578262E0,-4.635174274E0
2.504298438E1,-1.685518026E0,9.232041359E0,-4.520252705E0
2.504798906E1,-1.340752959E0,8.810662270E0,-4.022258759E0
2.505299531E1,-9.576807022E-1,8.044517517E0,-3.332728863E0
2.505800000E1,-6.129156351E-1,7.201758862E0,-2.643198729E0
2.506300625E1,-3.447650373E-1,6.244078159E0,-2.145204782E0
2.506801094E1,1.532289088E-1,5.286397457E0,-1.647210717E0
2.507298594E1,6.129156351E-1,4.367023945E0,-1.302445769E0
2.507799062E1,1.034295082E0,3.485957623E0,-7.278373241E-1
2.508299688E1,1.647210717E0,2.796427488E0,-3.830722719E-2
2.508800312E1,1.991975784E0,2.221819162E0,7.661445141E-1
2.509300938E1,2.260126352E0,1.800439715E0,1.264138460E0
2.509798281E1,2.873042107E0,1.532289028E0,1.723825216E0
2.510298750E1,3.294421434E0,1.493981838E0,1.877054095E0
2.510799375E1,3.600879431E0,1.608903527E0,1.838746905E0
2.511300000E1,3.830722809E0,2.030282974E0,1.723825216E0
2.511800469E1,3.983951569E0,2.451662540E0,1.379060149E0
2.512301094E1,4.022258759E0,2.987963676E0,9.576807022E-1
2.512798438E1,4.137180328E0,3.524264812E0,5.363011956E-1
2.513299062E1,4.252102375E0,3.983951569E0,7.661445439E-2
2.513799531E1,4.328716755E0,4.405331135E0,-3.064578176E-1
2.514300156E1,4.520252705E0,4.711789131E0,-6.512228847E-1
2.514800781E1,4.635174274E0,5.018246651E0,-8.810662031E-1
2.515301250E1,4.711789131E0,5.401319027E0,-9.576807022E-1
2.515798594E1,4.711789131E0,6.014234543E0,-9.576807022E-1
2.516299219E1,4.558559895E0,5.784391403E0,-9.576807022E-1
2.516799844E1,4.520252705E0,6.167463779E0,-7.661445141E-1
2.517300469E1,4.635174274E0,6.742072105E0,-3.447650373E-1
2.517800938E1,4.635174274E0,7.201758862E0,2.298433632E-1
2.518298281E1,4.558559895E0,7.623138428E0,4.979939461E-1
2.518798906E1,4.443638325E0,7.852981567E0,6.895300746E-1
2.519299531E1,4.367023945E0,8.044517517E0,5.363011956E-1
2.519800000E1,4.405331135E0,8.044517517E0,3.447650373E-1
2.520300625E1,4.788403511E0,8.236053467E0,3.064578176E-1
2.520801094E1,5.286397457E0,8.465897560E0,6.129156351E-1
2.521298594E1,6.090848923E0,8.925583839E0,1.110909581E0
2.521799063E1,6.933608055E0,9.500192642E0,2.030282974E0
2.522299531E1,7.431602001E0,1.022802925E1,3.179499865E0
2.522800156E1,7.623138428E0,1.076433086E1,5.094861031E0
2.523300781E1,7.699752808E0,1.110909557E1,7.738059998E0
2.523798125E1,7.852981567E0,1.145386124E1,1.080263805E1
2.524298750E1,8.197746277E0,1.141555405E1,1.405875206E1
2.524799219E1,8.619126320E0,1.110909557E1,1.746809578E1
2.525299844E1,9.040505409E0,1.053448772E1,2.091574669E1
2.525800313E1,8.925583839E0,9.576807022E0,2.348233032E1
2.526300938E1,7.852981567E0,7.508216381E0,2.390370941E1
2.526798438E1,7.852981567E0,7.508216381E0,2.390370941E1
2.527298906E1,6.742072105E0,7.048529625E0,2.172019768E1
2.527799375E1,5.286397457E0,6.933608055E0,1.888546371E1
2.528300000E1,3.715801001E0,7.048529625E0,1.631887817E1
2.528800625E1,2.183511972E0,7.163451672E0,1.463336086E1
2.529301094E1,8.427590132E-1,7.469909191E0,1.405875206E1
2.529798594E1,-4.979939461E-1,7.967903137E0,1.405875206E1
2.530299219E1,-1.647210717E0,8.427590370E0,1.463336086E1
2.530799688E1,-2.413355350E0,8.427590370E0,1.513135433E1
2.531300156E1,-2.681505919E0,7.929595947E0,1.536119843E1
2.531800781E1,-2.566584110E0,6.971915245E0,1.562934875E1
2.532298281E1,-2.183511972E0,5.746084213E0,1.559104156E1
2.532798750E1,-1.570596337E0,4.405331135E0,1.562934875E1
2.533299375E1,-8.044517636E-1,2.949656487E0,1.539950562E1
2.533799844E1,1.532289088E-1,1.455674648E0,1.513135433E1
2.534300469E1,9.959878922E-1,7.661445439E-2,1.455674648E1
2.534800938E1,1.685518026E0,-1.264138460E0,1.375229454E1
2.535298438E1,2.336740971E0,-2.413355350E0,1.271799946E1
2.535798906E1,2.719813108E0,-3.332728863E0,1.164539719E1
2.536299531E1,2.987963676E0,-3.945644379E0,1.076433086E1
2.536800156E1,3.026270866E0,-4.558559895E0,9.691728592E0
2.537300625E1,2.987963676E0,-5.018246651E0,8.619126320E0
2.537801250E1,2.719813108E0,-5.209783077E0,7.776367188E0
2.538298750E1,2.183511972E0,-5.056553841E0,7.086836815E0
2.538799219E1,1.493981838E0,-4.673481941E0,6.933608055E0
2.539299844E1,6.129156351E-1,-4.022258759E0,7.010222435E0
2.539800313E1,-1.915361285E-1,-3.294421434E0,7.623138428E0
2.540300781E1,-9.193734527E-1,-2.643198729E0,8.121131897E0
2.540798281E1,-1.608903527E0,-2.068590164E0,8.465897560E0
2.541298906E1,-2.298433542E0,-1.608903527E0,8.695740700E0
2.541799375E1,-2.719813108E0,-1.302445769E0,8.734047890E0
2.542300000E1,-2.987963676E0,-1.264138460E0,8.695740700E0
2.542800625E1,-3.217807055E0,-1.225831270E0,8.389283180E0
2.543301094E1,-3.485957623E0,-1.110909581E0,8.121131897E0
2.543798438E1,-3.715801001E0,-9.576807022E-1,7.776367188E0
2.544299062E1,-3.754108191E0,-8.427590132E-1,7.086836815E0
2.544799531E1,-3.830722809E0,-7.278373241E-1,6.512228489E0
2.545300156E1,-3.715801001E0,-6.895300746E-1,5.707777023E0
2.545800625E1,-3.371036053E0,-6.129156351E-1,4.941632271E0
2.546298125E1,-3.064578056E0,-4.213795066E-1,4.213795185E0
2.546798594E1,-2.796427488E0,-7.661445439E-2,3.639186621E0
2.547299219E1,-2.643198729E0,6.512228847E-1,3.371036053E0
2.547799844E1,-2.643198729E0,1.493981838E0,3.562572241E0
2.548300469E1,-2.643198729E0,2.413355350E0,3.983951569E0
2.548800938E1,-2.911349297E0,3.447650433E0,4.635174274E0
2.549298281E1,-3.447650433E0,4.558559895E0,5.324704647E0
2.549798906E1,-3.754108191E0,5.439626217E0,6.244078159E0
2.550299375E1,-3.945644379E0,6.052541733E0,7.393294811E0
2.550800000E1,-3.945644379E0,6.358999729E0,8.772355080E0
2.551300625E1,-3.830722809E0,6.435614109E0,1.053448772E1
2.551801094E1,-3.754108191E0,6.397306919E0,1.214339066E1
2.552298438E1,-3.715801001E0,6.320692539E0,1.359906578E1
2.552799062E1,-3.792415380E0,6.244078159E0,1.490151119E1
2.553299688E1,-3.983951569E0,6.167463779E0,1.593580627E1
2.553800156E1,-4.213795185E0,6.205770969E0,1.681687355E1
2.554300781E1,-4.213795185E0,6.205770969E0,1.681687355E1
2.554798125E1,-4.635174274E0,6.435614109E0,1.735317421E1
2.555298750E1,-5.018246651E0,6.665457726E0,1.769793892E1
2.555799219E1,-5.171475887E0,6.895300865E0,1.777455330E1
2.556299844E1,-5.171475887E0,7.125144482E0,1.758301735E1
2.556800469E1,-4.941632271E0,7.469909191E0,1.689348793E1
2.557300938E1,-4.635174274E0,7.891288757E0,1.585919189E1
2.557798438E1,-4.175487995E0,8.197746277E0,1.451843929E1
