"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.392998438E1,-1.711300015E0,1.457959938E1,2.275529861E1
1.393999375E1,-1.299399972E0,1.699769974E1,2.535079956E1
1.394997344E1,-8.781999946E-1,1.725519943E1,2.686689949E1
1.395998438E1,-2.886999846E-1,1.631699944E1,2.788419914E1
1.396999531E1,2.647999823E-1,1.514689922E1,2.730849838E1
1.397997500E1,5.173999667E-1,1.403889942E1,2.397149849E1
1.398998594E1,3.488000035E-1,1.332289982E1,1.830119896E1
1.399999844E1,-7.677999735E-1,1.273180008E1,1.120219994E1
1.400997656E1,-2.096400023E0,1.218919945E1,4.650000095E0
1.401998906E1,-3.342399836E0,1.116749954E1,-5.011000037E-1
1.403000000E1,-4.228600025E0,9.828999519E0,-4.837800026E0
1.403997969E1,-4.646500111E0,7.812500000E0,-8.005999565E0
1.404999063E1,-4.770199776E0,5.147699833E0,-1.052069950E1
1.406000156E1,-4.466399670E0,2.980899811E0,-1.191549969E1
1.406998125E1,-4.361099720E0,1.323099971E0,-1.177390003E1
1.407999219E1,-4.262499809E0,-9.939999878E-2,-1.053730011E1
1.408997344E1,-4.437200069E0,-9.588999748E-1,-9.618000031E0
1.409998281E1,-4.712599754E0,-1.289199948E0,-9.831799507E0
1.410999531E1,-5.000000000E0,-1.005800009E0,-1.104609966E1
1.411997500E1,-4.955599785E0,-3.967999816E-1,-1.254220009E1
1.412998594E1,-5.029599667E0,3.100999892E-1,-1.341479969E1
1.413999688E1,-5.571199894E0,1.358099937E0,-1.339050007E1
1.414997656E1,-6.394000053E0,2.332499981E0,-1.244950008E1
1.415998750E1,-7.172199726E0,2.975999832E0,-1.056569958E1
1.416999844E1,-7.750199795E0,3.200500011E0,-8.289699554E0
1.417997813E1,-7.639599800E0,3.274299860E0,-5.743899822E0
1.418998906E1,-6.916199684E0,3.325299978E0,-3.382799864E0
1.420000156E1,-5.036099911E0,3.492899895E0,-1.317299962E0
1.420997969E1,-2.592700005E0,4.252299786E0,9.167999625E-1
1.421999219E1,-7.134999633E-1,5.311699867E0,3.497299910E0
1.423000313E1,-1.368999958E0,6.495499611E0,7.397099972E0
1.423998281E1,-3.604599953E0,7.795599937E0,1.306320000E1
1.424999375E1,-5.775099754E0,8.769000053E0,1.937800026E1
1.425997344E1,-5.830599785E0,9.345799446E0,2.442339897E1
1.426998438E1,-4.003499985E0,9.507399559E0,2.597959900E1
1.427999531E1,-3.138999939E-1,9.379300117E0,2.545819855E1
1.428997500E1,4.235700130E0,8.097499847E0,2.433179855E1
1.429998594E1,8.579899788E0,5.907499790E0,2.271719933E1
1.430999688E1,1.168540001E1,3.949499846E0,2.027379990E1
1.431997812E1,1.302759933E1,1.890199900E0,1.637849998E1
1.432998906E1,1.311669922E1,-3.716999888E-1,1.116139984E1
1.434000000E1,1.223079967E1,-2.314899921E0,6.466099739E0
1.434997969E1,1.052719975E1,-3.678799868E0,2.799899817E0
1.435999062E1,8.396800041E0,-4.822899818E0,4.351999760E-1
1.437000156E1,6.465799809E0,-5.887700081E0,-1.118099928E0
1.437998125E1,4.764499664E0,-6.953999996E0,-2.409299850E0
1.438999375E1,3.390599966E0,-8.406999588E0,-3.287899971E0
1.439997344E1,2.403899908E0,-9.852699280E0,-3.555899858E0
1.440998281E1,1.754699945E0,-1.156289959E1,-3.444199800E0
1.441999531E1,1.395999908E0,-1.310649967E1,-3.101399899E0
1.442997500E1,1.752699971E0,-1.429339981E1,-3.182399988E0
1.443998438E1,2.928999901E0,-1.551239967E1,-4.307300091E0
1.444999688E1,4.237400055E0,-1.621059990E1,-5.998199940E0
1.445997656E1,5.376199722E0,-1.633810043E1,-8.211199760E0
1.446998750E1,6.365900040E0,-1.569419956E1,-1.054089928E1
1.447999844E1,6.741899967E0,-1.454879951E1,-1.256479931E1
1.448997812E1,6.250599861E0,-1.323359966E1,-1.380620003E1
1.449998906E1,4.694600105E0,-1.187899971E1,-1.377299976E1
1.451000156E1,2.556699991E0,-1.046599960E1,-1.237329960E1
1.451997969E1,2.334999889E-1,-8.908999443E0,-9.801499367E0
1.452999219E1,-1.855199933E0,-7.382299900E0,-7.489099979E0
1.453997188E1,-3.656899929E0,-5.918399811E0,-5.976399899E0
1.454998281E1,-5.300899982E0,-4.249000072E0,-5.501599789E0
1.455999375E1,-5.091899872E0,-2.615000010E0,-5.853699684E0
1.456997344E1,-6.186899662E0,-1.688799977E0,-4.821899891E0
1.457998438E1,-7.154699802E0,6.459999830E-2,-5.250899792E0
1.458999531E1,-7.527099609E0,1.595999956E0,-4.418600082E0
1.459997656E1,-6.894399643E0,3.506199837E0,-5.546999574E-1
1.460998594E1,-6.584099770E0,5.682799816E0,6.738699913E0
1.461999844E1,-5.171000004E0,6.676199913E0,1.625869942E1
1.462997813E1,-3.214399815E0,8.113100052E0,2.590049934E1
1.463998906E1,-5.401999950E-1,1.113000011E1,3.227429962E1
1.465000000E1,5.574500084E0,1.380349922E1,3.492760086E1
1.465997969E1,1.457669926E1,1.509399986E1,3.616749954E1
1.466999062E1,2.141749954E1,1.509529972E1,3.639089966E1
1.468000156E1,2.245759964E1,1.342299938E1,3.504129791E1
1.468998125E1,1.809230042E1,1.116039944E1,3.215559769E1
1.469999375E1,1.132299995E1,9.483399391E0,2.796279907E1
1.470997344E1,4.872999668E0,8.813399315E0,2.290089989E1
1.471998281E1,4.406999946E-1,8.649899483E0,1.724969864E1
1.472999531E1,-2.108799934E0,8.469399452E0,1.141230011E1
1.473997500E1,-3.252699852E0,8.182099342E0,5.707299709E0
1.474998594E1,-3.422399998E0,7.853399754E0,3.707999885E-1
1.475999688E1,-3.027899981E0,7.164700031E0,-3.975600004E0
1.476997656E1,-2.693699837E0,6.307099819E0,-6.714200020E0
1.477998750E1,-2.830799818E0,5.583899975E0,-8.209400177E0
1.478999844E1,-3.187399864E0,5.068900108E0,-8.428999901E0
1.479997812E1,-3.677599907E0,4.844999790E0,-8.240499496E0
1.480999063E1,-4.304399967E0,4.717999935E0,-8.753799438E0
1.482000156E1,-5.374899864E0,5.091300011E0,-1.003439999E1
1.482998125E1,-6.530099869E0,5.786799908E0,-1.165600014E1
1.483999062E1,-7.533099651E0,6.597300053E0,-1.326319981E1
1.484997188E1,-8.531199455E0,7.357100010E0,-1.418799973E1
1.485998281E1,-9.077899933E0,7.971299648E0,-1.402399921E1
1.486999375E1,-9.622699738E0,8.237599373E0,-1.286929989E1
1.487997344E1,-1.022519970E1,8.142600060E0,-1.133449936E1
1.488998438E1,-1.099809933E1,7.602999687E0,-9.624099731E0
1.489999688E1,-1.149759960E1,6.739099979E0,-8.333299637E0
1.490997656E1,-1.098639965E1,5.607999802E0,-7.535199642E0
1.491998594E1,-9.655399323E0,4.354000092E0,-7.310899734E0
1.492999844E1,-7.850499630E0,2.822599888E0,-6.425399780E0
1.493997813E1,-6.373799801E0,1.363299966E0,-3.327799797E0
1.494998906E1,-5.903500080E0,5.494999886E-1,4.239999950E-1
1.496000000E1,-6.349899769E0,1.082499981E0,3.376199961E0
1.496997969E1,-6.555199623E0,1.987499952E0,7.042299747E0
1.497999063E1,-3.939199924E0,3.223799944E0,1.545189953E1
1.499000156E1,2.076900005E0,3.062899828E0,2.591249847E1
1.499998125E1,1.080659962E1,9.350000024E-1,3.211230087E1
1.500999219E1,1.942959976E1,-1.522199988E0,3.145229912E1
1.501997344E1,2.411779976E1,-3.482299805E0,2.760619926E1
1.502998438E1,2.439439964E1,-5.002299786E0,2.593519974E1
1.503999531E1,2.159379959E1,-6.664399624E0,2.526560020E1
1.504997500E1,1.659309959E1,-7.712100029E0,2.278649902E1
1.505998594E1,1.128539944E1,-8.446399689E0,1.794279861E1
1.506999688E1,6.799900055E0,-9.106800079E0,1.283839989E1
1.507997656E1,4.054599762E0,-9.447699547E0,8.495699883E0
1.508998750E1,3.077299833E0,-9.648599625E0,5.482299805E0
1.509999844E1,2.712800026E0,-9.711500168E0,3.171599865E0
1.510997969E1,2.460999966E0,-9.644299507E0,1.567899942E0
1.511998906E1,1.859299898E0,-9.687799454E0,5.543999672E-1
1.513000156E1,1.027899981E0,-9.729700089E0,-3.003999889E-1
1.513998125E1,5.763999820E-1,-9.664599419E0,-1.661199927E0
1.514999219E1,3.407000005E-1,-9.958000183E0,-3.922399998E0
1.515997188E1,4.048999846E-1,-1.033189964E1,-6.810599804E0
1.516998281E1,6.579999924E-1,-1.100839996E1,-9.542599678E0
1.517999375E1,1.178300023E0,-1.179430008E1,-1.156639957E1
1.518997344E1,2.024499893E0,-1.165499973E1,-1.240499973E1
1.519998438E1,3.017999887E0,-1.094600010E1,-1.236419964E1
1.520999688E1,3.538100004E0,-9.964200020E0,-1.163379955E1
1.521997656E1,3.567399979E0,-8.864500046E0,-1.044740009E1
1.522998594E1,3.177399874E0,-7.723499775E0,-8.876500130E0
1.523999688E1,2.368499994E0,-6.481099606E0,-7.507499695E0
1.524997812E1,1.181699991E0,-5.300899982E0,-6.649899960E0
1.525998906E1,1.990999877E-1,-3.926100016E0,-6.159599781E0
1.527000000E1,-5.148999691E-1,-2.613199949E0,-5.646499634E0
1.527997969E1,-2.492999882E-1,-1.065500021E0,-4.875099659E0
1.528999063E1,6.258999705E-1,5.015999675E-1,-2.800499916E0
1.530000313E1,2.259299994E0,1.919499993E0,3.227999806E-1
1.530998125E1,3.122299910E0,2.997399807E0,5.024499893E0
1.531999375E1,2.252899885E0,4.953899860E0,1.277569962E1
1.532997344E1,6.933000088E-1,7.048499584E0,1.995380020E1
1.533998438E1,-1.164799929E0,9.994699478E0,2.416160011E1
1.534999531E1,-9.127999544E-1,1.216549969E1,2.777109909E1
1.535997500E1,8.902999759E-1,1.294259930E1,3.175689888E1
1.536998594E1,1.977999926E0,1.219349957E1,3.397859955E1
1.537999688E1,1.976799965E0,1.131540012E1,3.266119766E1
1.538997656E1,1.490700006E0,1.067959976E1,2.717739868E1
1.539998750E1,1.091499925E0,1.046210003E1,1.944739914E1
1.540999844E1,7.127999663E-1,1.058879948E1,1.166749954E1
1.541997812E1,-1.312000006E-1,1.071679974E1,4.869800091E0
1.542999062E1,-1.342700005E0,1.033150005E1,-1.034399986E0
1.544000312E1,-2.323299885E0,9.264900208E0,-5.380099773E0
1.544998125E1,-3.416299820E0,8.685199738E0,-8.841400146E0
1.545999219E1,-3.474299908E0,7.354099751E0,-1.133239937E1
1.546997500E1,-3.137499809E0,5.671799660E0,-1.246239948E1
1.547998281E1,-2.570600033E0,4.375000000E0,-1.196000004E1
1.548999375E1,-1.633899927E0,3.308099985E0,-1.080630016E1
1.549997344E1,-7.745999694E-1,2.465600014E0,-1.033519936E1
1.550998438E1,-3.811999857E-1,1.957399964E0,-1.109949970E1
1.551999688E1,-4.818999767E-1,1.920799971E0,-1.235369968E1
1.552997500E1,-8.885999918E-1,2.077299833E0,-1.347659969E1
1.553998594E1,-1.501899958E0,2.148000002E0,-1.376449966E1
1.554999844E1,-2.176399946E0,2.430399895E0,-1.341049957E1
1.555997812E1,-3.155499935E0,2.361500025E0,-1.255669975E1
1.556998906E1,-4.063499928E0,2.427500010E0,-1.140509987E1
1.558000000E1,-4.912099838E0,2.423399925E0,-9.658800125E0
1.558997969E1,-5.852900028E0,2.427399874E0,-7.598399639E0
1.559999062E1,-6.689099789E0,2.137300014E0,-5.585099697E0
1.561000156E1,-6.615799904E0,1.768999934E0,-3.672199965E0
1.561998125E1,-5.463799953E0,1.270200014E0,-1.629400015E0
1.562999375E1,-3.775599957E0,8.179000020E-1,1.156700015E0
1.563997344E1,-2.359299898E0,7.313999534E-1,5.590199947E0
1.564998438E1,-1.917099953E0,6.789999604E-1,1.171059990E1
1.565999531E1,-2.863299847E0,5.637999773E-1,1.739099884E1
1.566997500E1,-3.115000010E0,9.461999536E-1,2.092700005E1
1.567998594E1,-2.656999826E0,1.224799991E0,2.028120041E1
1.568999688E1,-2.058199883E0,2.032999992E0,2.109910011E1
1.569997656E1,2.599000037E-1,2.341599941E0,2.238449860E1
1.570998906E1,4.107299805E0,1.262799978E0,2.508749962E1
1.571999844E1,6.807099819E0,-8.078999519E-1,2.678109932E1
1.572997969E1,8.370999336E0,-3.583299875E0,2.616179848E1
1.573999062E1,8.055600166E0,-5.938299656E0,2.331499863E1
1.575000156E1,6.432299614E0,-7.229699612E0,1.887579918E1
1.575998125E1,4.651099682E0,-7.529099941E0,1.405699921E1
1.576999219E1,3.189299822E0,-7.099199772E0,9.496099472E0
1.577997188E1,2.178799868E0,-6.171700001E0,5.334300041E0
1.578998281E1,1.563199997E0,-5.370100021E0,1.638899922E0
1.579999375E1,1.330699921E0,-5.068500042E0,-1.956599951E0
1.580997344E1,1.309999943E0,-5.215499878E0,-4.754300117E0
1.581998438E1,1.342700005E0,-5.899699688E0,-6.293999672E0
1.582999688E1,1.235700011E0,-6.829299927E0,-6.343299866E0
1.583997656E1,1.218299985E0,-7.951499939E0,-5.490699768E0
1.584998750E1,1.517699957E0,-8.880800247E0,-4.945300102E0
1.585999844E1,2.525699854E0,-9.505700111E0,-5.641599655E0
1.586997813E1,3.900299788E0,-9.984499931E0,-7.378299713E0
1.587998906E1,5.371500015E0,-1.012370014E1,-9.404899597E0
1.589000000E1,6.386099815E0,-1.003489971E1,-1.104930019E1
1.589997969E1,6.954899788E0,-9.751799583E0,-1.182979965E1
1.590999062E1,7.110199928E0,-9.412199974E0,-1.231250000E1
1.592000156E1,6.445899963E0,-8.874599457E0,-1.251270008E1
1.592998281E1,5.331299782E0,-7.924599648E0,-1.218219948E1
1.593999375E1,4.021100044E0,-6.599799633E0,-1.094709969E1
1.594997188E1,2.623100042E0,-5.075200081E0,-9.439799309E0
1.595998438E1,1.523999929E0,-3.596099854E0,-7.934099674E0
1.596999531E1,3.962000012E-1,-2.190399885E0,-6.571899891E0
1.597997500E1,-3.400000036E-1,-9.556999803E-1,-5.326600075E0
1.598998594E1,-5.895000100E-1,-2.447999865E-1,-3.083799839E0
1.599999688E1,-2.719999850E-1,1.611000001E-1,-7.992999554E-1
1.600997656E1,1.310000010E-2,6.909999847E-1,1.497200012E0
1.601998906E1,-6.141999960E-1,1.778899908E0,4.328299999E0
1.603000000E1,-2.086999893E0,3.842499971E0,9.695899963E0
1.603997969E1,-3.207099915E0,6.601899624E0,1.572189999E1
1.604999062E1,-3.595999956E0,9.402599335E0,1.979209900E1
1.606000156E1,-2.802599907E0,1.174219990E1,2.190149879E1
1.606998125E1,-1.835899949E0,1.353429985E1,2.350339890E1
1.607999219E1,-1.559199929E0,1.374379921E1,2.511009979E1
1.608997188E1,-2.752099991E0,1.288759995E1,2.658469963E1
1.609998281E1,-4.396399975E0,1.150609970E1,2.670059967E1
1.610999531E1,-5.734499931E0,1.030410004E1,2.404619980E1
1.611997344E1,-6.033499718E0,9.821599960E0,1.876479912E1
1.612998594E1,-5.441299915E0,9.923699379E0,1.236679935E1
1.613999688E1,-4.790100098E0,1.005119991E1,6.128399849E0
1.614997656E1,-4.269199848E0,9.886499405E0,1.485700011E0
1.615998594E1,-4.254099846E0,9.158199310E0,-1.887299895E0
1.616999844E1,-4.325299740E0,7.881299973E0,-4.348000050E0
1.617997812E1,-4.338599682E0,6.420799732E0,-6.100299835E0
1.618998906E1,-3.995599985E0,4.824299812E0,-7.349899769E0
1.620000000E1,-3.307899952E0,3.438299894E0,-8.302399635E0
1.620997969E1,-2.543999910E0,2.441999912E0,-9.121699333E0
1.621999219E1,-1.554499984E0,1.744399905E0,-9.928699493E0
1.623000312E1,-7.562999725E-1,1.410300016E0,-1.064639950E1
1.623998125E1,-2.468999922E-1,1.449399948E0,-1.146490002E1
1.624999375E1,-4.089999944E-2,1.576699972E0,-1.230009937E1
1.625997344E1,-1.409999933E-2,1.829899907E0,-1.314669991E1
1.626998438E1,-2.223999947E-1,2.136499882E0,-1.360989952E1
1.627999531E1,-5.641999841E-1,2.411700010E0,-1.329019928E1
1.628997500E1,-1.097499967E0,2.384099960E0,-1.218120003E1
1.629998594E1,-2.057100058E0,2.188899994E0,-1.043779945E1
1.630999688E1,-3.227299929E0,1.842199922E0,-8.524199486E0
1.631997813E1,-3.776899815E0,1.547099948E0,-5.995299816E0
1.632998750E1,-3.627599955E0,1.400200009E0,-2.814999819E0
1.634000000E1,-3.327199936E0,1.693099976E0,5.040000081E-1
1.634997969E1,-2.912699938E0,2.345599890E0,4.476999760E0
1.635999063E1,-2.944700003E0,3.441299915E0,1.058469963E1
1.637000156E1,-3.919999838E0,4.477699757E0,1.680929947E1
1.637998125E1,-5.076399803E0,5.815700054E0,2.036260033E1
1.638999219E1,-4.984799862E0,7.425099850E0,1.956019974E1
1.639997188E1,-3.632200003E0,8.456399918E0,1.740320015E1
1.640998281E1,-1.302500010E0,7.961499691E0,1.860499954E1
1.641999375E1,1.144400001E0,5.638199806E0,2.239009857E1
1.642997500E1,3.129899979E0,2.179399967E0,2.414929962E1
1.643998594E1,4.361099720E0,-2.163100004E0,2.321780014E1
1.644999688E1,4.262599945E0,-5.727599621E0,2.085569954E1
1.645997656E1,3.289099932E0,-7.994499683E0,1.755189896E1
1.646998750E1,2.037999868E0,-7.923899651E0,1.278189945E1
1.647999844E1,1.048799992E0,-6.881099701E0,6.462100029E0
1.648997812E1,4.585999846E-1,-5.564699650E0,1.349999905E-1
1.649998906E1,-4.048999846E-1,-4.154399872E0,-5.199199677E0
1.651000000E1,-8.579999804E-1,-3.547099829E0,-8.319000244E0
1.651997969E1,-8.463999629E-1,-4.240499973E0,-8.825900078E0
1.652999219E1,-1.114400029E0,-6.002299786E0,-7.518999577E0
1.654000313E1,-8.181999922E-1,-8.316399574E0,-5.575799942E0
1.654998281E1,2.249999903E-2,-9.997599602E0,-4.824100018E0
1.655999375E1,1.661499977E0,-1.111269951E1,-5.998199940E0
1.656997344E1,4.205899715E0,-1.110009956E1,-8.108099937E0
1.657998438E1,7.141999722E0,-1.020549965E1,-1.028619957E1
1.658999531E1,9.294699669E0,-8.611700058E0,-1.104119968E1
1.659997500E1,1.006139946E1,-7.269099712E0,-1.052610016E1
1.660998594E1,9.385799408E0,-6.459300041E0,-9.088799477E0
1.661999844E1,7.837199688E0,-6.147699833E0,-6.800099850E0
1.662997812E1,6.178599834E0,-6.086400032E0,-3.913899899E0
1.663998906E1,4.388499737E0,-5.371299744E0,-2.004499912E0
1.665000000E1,3.232699871E0,-3.992699862E0,-9.746999741E-1
1.665997969E1,2.809900045E0,-1.623499990E0,-2.490999997E-1
1.666999062E1,2.777899981E0,1.314199924E0,6.934999824E-1
1.668000156E1,3.306999922E0,4.414299965E0,3.326699972E0
1.668998125E1,2.962299824E0,6.587599754E0,8.559899330E0
1.669999219E1,1.105299950E0,7.245399952E0,1.495259953E1
1.670997188E1,-1.937500000E0,6.776099682E0,2.031550026E1
1.671998281E1,-3.316599846E0,6.590600014E0,2.200569916E1
1.672999531E1,-3.239399910E0,8.313300133E0,1.980309868E1
1.673997500E1,-1.218699932E0,1.141429996E1,1.805150032E1
1.674998594E1,5.008000135E-1,1.361699963E1,1.912769890E1
1.675999688E1,4.878999889E-1,1.354449940E1,2.075629997E1
1.676997656E1,5.428999662E-1,1.185409927E1,1.972049904E1
1.677998750E1,3.067999780E-1,1.128269958E1,1.969109917E1
1.678999844E1,2.635999918E-1,9.139299393E0,1.451299953E1
1.679997813E1,2.298000008E-1,7.517499924E0,7.082499981E0
1.680999062E1,5.146999955E-1,6.975499630E0,8.044999838E-1
1.682000000E1,1.075199962E0,6.630699635E0,-3.311499834E0
1.682997969E1,1.195099950E0,6.192599773E0,-5.905499935E0
1.683999219E1,1.093099952E0,5.559499741E0,-7.683699608E0
1.685000156E1,5.509999990E-1,4.570699692E0,-8.641599655E0
1.685998281E1,-1.048999950E-1,3.411399841E0,-8.575900078E0
1.686999375E1,-6.599000096E-1,2.031199932E0,-7.912199974E0
1.687997344E1,-1.038499951E0,7.324000001E-1,-6.491299629E0
1.688998438E1,-1.358699918E0,-7.386999726E-1,-5.066499710E0
1.689999531E1,-1.414799929E0,-1.976300001E0,-3.725699902E0
1.690997500E1,-1.389599919E0,-2.654700041E0,-2.517400026E0
1.691998594E1,-1.358999968E0,-2.899699926E0,-2.774699926E0
1.692999844E1,-1.202499986E0,-2.623999834E0,-4.447599888E0
1.693997812E1,-1.370899916E0,-2.113600016E0,-6.727699757E0
1.694998906E1,-1.857499957E0,-1.918399930E0,-8.453999519E0
1.696000000E1,-2.386299849E0,-1.750199914E0,-9.093799591E0
1.696997969E1,-3.067299843E0,-1.924699903E0,-8.854999542E0
1.697999063E1,-3.880399942E0,-1.912599921E0,-7.674799919E0
1.699000156E1,-4.477799892E0,-1.750000000E0,-6.301199913E0
1.699998125E1,-4.967700005E0,-1.543799996E0,-5.323800087E0
1.700999375E1,-5.348799706E0,-1.314700007E0,-4.776400089E0
1.701997188E1,-5.613399982E0,-8.930999637E-1,-4.139699936E0
1.702998438E1,-5.708299637E0,-5.906999707E-1,-3.312700033E0
1.703999531E1,-5.352900028E0,-4.585999846E-1,-2.591899872E0
1.704997500E1,-4.994100094E0,-1.219999939E-1,-2.088199854E0
1.705998594E1,-4.273200035E0,2.264999896E-1,-1.737699986E0
1.706999688E1,-3.570699930E0,4.590999782E-1,-1.149199963E0
1.707997656E1,-2.908399820E0,5.134999752E-1,-2.951999903E-1
1.708998750E1,-2.576200008E0,3.177999854E-1,9.589999914E-1
1.709999844E1,-1.961499929E0,2.305999994E-1,2.270999908E0
1.710997812E1,-1.211300015E0,2.613999844E-1,3.132200003E0
1.711999062E1,-2.768999934E-1,6.074999571E-1,4.083600044E0
1.713000000E1,1.105199933E0,1.198400021E0,6.618999958E0
1.713997969E1,2.755499840E0,1.719900012E0,1.111019993E1
1.714999062E1,3.228899956E0,2.017600060E0,1.555869961E1
1.716000312E1,2.833699942E0,3.232299805E0,1.801739883E1
1.716998281E1,1.898499966E0,5.197499752E0,1.647259903E1
1.717999375E1,1.127499938E0,7.000299931E0,1.378649998E1
1.718997344E1,1.320599914E0,8.227600098E0,1.324489975E1
1.719998438E1,2.704499960E0,8.594499588E0,1.507919979E1
1.720999531E1,4.358999729E0,7.564899921E0,1.710210037E1
1.721997500E1,4.999199867E0,5.510799885E0,1.731639862E1
1.722998594E1,4.389199734E0,2.809099913E0,1.582419968E1
1.723999844E1,3.088500023E0,1.636999995E-1,1.403709984E1
1.724997813E1,1.445699930E0,-1.842999935E0,1.199319935E1
1.725998906E1,-1.300000004E-3,-2.873899937E0,9.186100006E0
1.727000000E1,-7.991999984E-1,-3.330199957E0,5.693099976E0
1.727997812E1,-6.589999795E-1,-3.524699926E0,2.565599918E0
1.728999062E1,2.101999968E-1,-3.730000019E0,-5.144999623E-1
1.730000156E1,9.035999775E-1,-4.051099777E0,-2.965899944E0
1.730998125E1,1.312699914E0,-4.708600044E0,-4.401199818E0
1.731999219E1,1.708799958E0,-5.808499813E0,-4.745899677E0
1.732997188E1,2.050899982E0,-7.106199741E0,-3.765899897E0
1.733998281E1,2.370899916E0,-8.368599892E0,-1.888399959E0
1.734999531E1,3.062799931E0,-9.673199654E0,-3.251000047E-1
1.735997500E1,4.391799927E0,-1.086419964E1,1.444000006E-1
1.736998594E1,5.812299728E0,-1.140479946E1,-9.020999670E-1
1.737999688E1,6.947999954E0,-1.134980011E1,-3.143800020E0
1.738997656E1,7.765999794E0,-1.067579937E1,-5.753299713E0
1.739998750E1,8.114299774E0,-9.807299614E0,-8.258799553E0
1.740999844E1,7.964200020E0,-8.806399345E0,-9.913799286E0
1.741997812E1,7.119400024E0,-7.346599579E0,-1.082359982E1
1.742999063E1,5.919499874E0,-5.806699753E0,-1.084910011E1
1.744000000E1,4.486499786E0,-4.204999924E0,-1.036419964E1
1.744998125E1,3.170599937E0,-2.826799870E0,-9.315999985E0
1.745999219E1,1.851999998E0,-1.600799918E0,-6.999399662E0
1.746997188E1,5.159000158E-1,-6.847999692E-1,-3.365399837E0
1.747998281E1,-6.926000118E-1,3.941999972E-1,5.771999955E-1
1.748999375E1,-1.572999954E0,2.057199955E0,4.979300022E0
1.749997344E1,-2.241299868E0,4.018000126E0,8.659099579E0
1.750998438E1,-3.012099981E0,6.720099926E0,1.100549984E1
1.751999531E1,-3.683300018E0,9.989299774E0,1.151970005E1
1.752997656E1,-2.815099955E0,1.290460014E1,1.205089951E1
1.753998594E1,-1.620599985E0,1.406589985E1,1.477439976E1
1.754999844E1,-1.500000000E0,1.304710007E1,1.841099930E1
1.755997812E1,-2.630300045E0,1.103240013E1,2.112509918E1
1.756998906E1,-4.142199993E0,9.668000221E0,2.106079865E1
1.758000000E1,-5.439799786E0,9.353899956E0,1.756419945E1
1.758997969E1,-6.089499950E0,9.929100037E0,1.169269943E1
1.759999062E1,-6.231800079E0,1.080000019E1,5.356599808E0
1.761000156E1,-5.790599823E0,1.131719971E1,-1.145999953E-1
1.761998125E1,-4.969699860E0,1.084469986E1,-3.777099848E0
1.762999219E1,-4.029699802E0,9.665399551E0,-5.826799870E0
1.763997344E1,-3.551499844E0,8.331399918E0,-7.252499580E0
1.764998281E1,-2.970000029E0,6.223299980E0,-8.185500145E0
1.765999531E1,-2.576400042E0,4.174499989E0,-8.247300148E0
1.766997500E1,-2.467399836E0,2.693699837E0,-7.448699951E0
1.767998594E1,-2.345900059E0,1.490299940E0,-6.421700001E0
1.768999688E1,-2.184299946E0,6.513999701E-1,-6.378200054E0
1.769997656E1,-2.055700064E0,1.389999986E-1,-7.385299683E0
1.770998750E1,-1.994399905E0,-5.299999844E-3,-8.799599648E0
1.771999844E1,-1.996099949E0,1.851999909E-1,-1.005210018E1
1.772997813E1,-2.129099846E0,4.359999895E-1,-1.082149982E1
1.773999062E1,-2.491499901E0,6.080999970E-1,-1.048059940E1
1.775000156E1,-3.068099976E0,9.569000006E-1,-9.305899620E0
1.775998125E1,-3.701200008E0,1.290300012E0,-7.441099644E0
1.776999219E1,-3.929399967E0,1.648199916E0,-5.551399708E0
1.777997188E1,-3.902499914E0,2.151299953E0,-3.402400017E0
1.778998281E1,-4.255499840E0,2.708099842E0,-8.883999586E-1
1.779999375E1,-4.794799805E0,3.778899908E0,2.058699846E0
1.780997344E1,-5.213599682E0,4.838900089E0,6.307399750E0
1.781998438E1,-5.492300034E0,5.917799950E0,1.125549984E1
1.782999531E1,-5.418900013E0,6.796700001E0,1.607460022E1
1.783997656E1,-5.047899723E0,7.026499748E0,1.981739998E1
1.784998750E1,-4.805799961E0,6.328999996E0,2.184989929E1
1.785999844E1,-4.898600101E0,6.049699783E0,2.243610001E1
1.786997656E1,-4.124000072E0,6.242099762E0,2.177269936E1
1.787998906E1,-2.218999863E0,5.497900009E0,2.065159988E1
1.789000000E1,-2.289499998E0,5.808599949E0,2.027599907E1
1.789997969E1,9.679999948E-1,4.913899899E0,2.007689857E1
1.790999063E1,5.154699802E0,3.282399893E0,1.977820015E1
1.792000156E1,8.463899612E0,1.458199978E0,1.798900032E1
1.792998125E1,1.053959942E1,-8.622999787E-1,1.514400005E1
1.793999375E1,1.124759960E1,-3.182399988E0,1.236479950E1
1.794997344E1,1.037759972E1,-4.862799644E0,9.529600143E0
1.795998281E1,8.725600243E0,-5.826200008E0,6.558799744E0
1.796999375E1,6.996399879E0,-6.309899807E0,3.723699808E0
1.797997500E1,5.725199699E0,-6.631399632E0,1.060500026E0
1.798998594E1,5.243199825E0,-6.994199753E0,-1.392899990E0
1.799999688E1,5.220599651E0,-7.549599648E0,-3.524399996E0
1.800997656E1,5.604099751E0,-8.560500145E0,-5.025499821E0
1.801998750E1,6.003900051E0,-1.019889927E1,-5.706799984E0
1.802999844E1,6.150099754E0,-1.182359982E1,-5.567199707E0
1.803997812E1,6.647500038E0,-1.338189983E1,-4.368400097E0
